"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AB1","AD1","AE1","AH1","AH2","AH3","AH4","AH5","AH6","AI1","AI2","AI3","AI4","AI5","AI6","AT1","AT2","AT3","AT4","AU1","AU2","AU3","AW1","AW2","AW3","AX1","AX2","AX3","ED1","GA1","GA2","GA3","GD1","GD2","GD3","GD4","GF1","KA1","KA2","KB1","KB2","KB3","KC1","KC2","KD1","KD2","KE1","KG1","KG2","MA1","MD1","MF1","MG1","MH1","MK1","MW1","MW2","MW3","OC1","OD1","OE1","OE2","OE3","RH1","RH2","RH3","REM","EQD"
"72295023174","2012-07-15T00:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","210,1,N,0036,1","99999,9,9,N","011000,1,N,1","+0183,1","+0156,1","10122,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06,99,1,99,9,99,9,00250,1,99,9,99,9","120,M,+0222,1","180,N,+0172,1",,,,,,,,,,,"99999,9,99999,9","6,1,014,1,+999,9",,,,,,,,,,,,,,,,"SYN092AAXX  15004 72295 32361 62107 10183 20156 30070 40122 56014 92353 333 10222 20172 555 91500;","Q01 100703APOSP "
"72295023174","2012-07-15T00:51:00","6","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V030","200,5,N,0036,5","22000,5,9,N","016093,5,N,5","+0190,5","+0150,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,5,+00213,5,99,9","04,5,+01219,5,99,9",,"2,99,1,+00213,5,9","2,99,1,+01219,5,9",,,,,,,,,,,,,,,,"10119,5,10000,5",,,,,,,,,,,,,,,,,"MET09507/14/12 16:51:03 SPECI KLAX 150051Z 20007KT 10SM SCT007 SCT040 19/15 A2988 RMK AO2 $ FIBI (CF)",
"72295023174","2012-07-15T00:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","200,5,N,0036,5","22000,5,9,N","016093,5,N,5","+0189,5","+0150,5","10118,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,5,+00213,5,99,9","04,5,+01219,5,99,9",,"2,99,1,+00213,5,9","2,99,1,+01219,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10119,5,10000,5",,,,,,,,,,,,,,,,,"MET10207/14/12 16:53:01 METAR KLAX 150053Z 20007KT 10SM SCT007 SCT040 19/15 A2988 RMK AO2 SLP118 T01890150 $",
"72295023174","2012-07-15T01:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","200,5,N,0036,5","22000,5,9,N","012875,5,N,5","+0189,5","+0150,5","10119,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,5,+00213,5,99,9","04,5,+01219,5,99,9",,"2,99,1,+00213,5,9","2,99,1,+01219,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10122,5,10004,5",,,,,,,,,,,,,,,,,"MET10107/14/12 17:53:01 METAR KLAX 150153Z 20007KT 8SM SCT007 SCT040 19/15 A2989 RMK AO2 SLP119 T01890150 $",
"72295023174","2012-07-15T02:51:00","6","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V030","230,5,N,0031,5","22000,5,9,N","014484,5,N,5","+0180,5","+0150,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00213,5,99,9","04,5,+01372,5,99,9",,"1,99,1,+00213,5,9","2,99,1,+01372,5,9",,,,,,,,,,,,,,,,"10125,5,10007,5",,,,,,,,,,,,,,,,,"MET09407/14/12 18:51:03 SPECI KLAX 150251Z 23006KT 9SM FEW007 SCT045 18/15 A2990 RMK AO2 $ FIBI (CF)",
"72295023174","2012-07-15T02:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","230,5,N,0031,5","22000,5,9,N","012875,5,N,5","+0178,5","+0150,5","10124,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00274,5,99,9","04,5,+01372,5,99,9",,"1,99,1,+00274,5,9","2,99,1,+01372,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10125,5,10007,5","3,9,002,9,+999,9",,,,,,,,,,,,,,,,"MET10707/14/12 18:53:01 METAR KLAX 150253Z 23006KT 8SM FEW009 SCT045 18/15 A2990 RMK AO2 SLP124 T01780150 53002 $",
"72295023174","2012-07-15T03:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","220,5,N,0031,5","22000,5,9,N","014484,5,N,5","+0172,5","+0156,5","10131,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,5,+00274,5,99,9",,,"2,99,1,+00274,5,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10132,5,10014,5",,,,,,,,,,,,,,,,,"MET09407/14/12 19:53:01 METAR KLAX 150353Z 22006KT 9SM SCT009 17/16 A2992 RMK AO2 SLP131 T01720156 $",
"72295023174","2012-07-15T04:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","210,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0172,5","+0150,5","10140,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00152,5,99,9",,,"1,99,1,+00152,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10142,5,10024,5",,,,,,,,,,,,,,,,,"MET09507/14/12 20:53:01 METAR KLAX 150453Z 21006KT 10SM FEW005 17/15 A2995 RMK AO2 SLP140 T01720150 $",
"72295023174","2012-07-15T05:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","200,5,N,0031,5","00396,5,M,N","016093,5,N,5","+0178,5","+0156,5","10140,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+00396,5,99,9",,,"3,99,1,+00396,5,9",,,,"07,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0189,1","999,N,+0172,1",,,,,,,,,,,"10142,5,10024,5","1,9,017,9,+999,9",,,,,,,,,,,,,,,,"MET11307/14/12 21:53:01 METAR KLAX 150553Z 20006KT 10SM BKN013 18/16 A2995 RMK AO2 SLP140 T01780156 10189 20172 51017 $",
"72295023174","2012-07-15T06:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","200,1,N,0031,1","99999,9,9,N","016000,1,N,1","+0178,1","+0156,1","10140,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06,99,1,99,9,99,9,00450,1,99,9,99,9","240,M,+0189,1","240,N,+0172,1",,,,,,,,,,,"99999,9,99999,9","1,1,017,1,+999,9",,,,,,,,,,,,,,,,"SYN092AAXX  15064 72295 32466 62006 10178 20156 30087 40140 51017 90553 333 10189 20172 555 91506;","Q01 100873APOSP "
"72295023174","2012-07-15T06:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","200,5,N,0031,5","00396,5,M,N","016093,5,N,5","+0172,5","+0156,5","10139,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+00396,5,99,9",,,"3,99,1,+00396,5,9",,,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10142,5,10024,5",,,,,,,,,,,,,,,,,"MET09507/14/12 22:53:01 METAR KLAX 150653Z 20006KT 10SM BKN013 17/16 A2995 RMK AO2 SLP139 T01720156 $",
"72295023174","2012-07-15T07:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","200,5,N,0031,5","00396,5,M,N","016093,5,N,5","+0178,5","+0156,5","10141,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08,5,+00396,5,99,9",,,"4,99,1,+00396,5,9",,,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10142,5,10024,5",,,,,,,,,,,,,,,,,"MET10507/14/12 23:53:01 METAR KLAX 150753Z 20006KT 10SM OVC013 18/16 A2995 RMK AO2 SLP141 T01780156 402220167 $",
"72295023174","2012-07-15T07:59:00","6","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SOD  ","KLAX ","V030","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,5",,,,,,,,,,,,,,,,,,"AU,01,FG  ,5","AU,13,BR  ,5","AU,08,HZ  ,5",,,,,,,,,,,,,,,,,,,,"240,M,+0222,5","240,N,+0167,5",,,,,,,,,"024,W,+0167,D,4","024,D,+0156,D,4",,,"10014,4,10132,4","10015,4,10119,4",,,,,,,,"1,24,00358,200,9999,5","2,24,00358,200,9999,5","3,24,00277,999,9999,5","024,X,096,D,4","024,N,073,D,4","024,M,085,D,4","SOD75724 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  WEATHER(CODE):18  24 HR MAX TEMP (F): 7224 HR MIN TEMP (F): 62AVERAGE STATION PRESSURE:29.575 MINIMUM SEA LEVEL PRESSURE:29.88 TIME OF OCCURRENCE:1802 PEAK WIND SPEED (MPH):  8 PEAK WIND DIR (DEG):200 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH):  8FASTEST 2MIN DIR (DEG):200 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 6.2 24 HR AVG TEMP (F): 67DEPART FROM NORMAL: -2  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS:  2 LATEST DAY MAX TEMP (0700-1900 LST):72  LATEST NIGHT MIN TEMP(1900-0800 LST):62 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00",
"72295023174","2012-07-15T08:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","190,5,N,0026,5","00396,5,M,N","011265,5,N,5","+0178,5","+0156,5","10139,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08,5,+00396,5,99,9",,,"4,99,1,+00396,5,9",,,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10142,5,10024,5","8,9,001,9,+999,9",,,,,,,,,,,,,,,,"MET10507/15/12 00:53:02 METAR KLAX 150853Z 19005KT 7SM OVC013 18/16 A2995 RMK AO2 SLP139 T01780156 58001 $ (GG)",
"72295023174","2012-07-15T09:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","200,5,N,0021,5","00396,5,M,N","011265,5,N,5","+0178,5","+0150,5","10133,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08,5,+00396,5,99,9",,,"4,99,1,+00396,5,9",,,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10135,5,10017,5",,,,,,,,,,,,,,,,,"MET09907/15/12 01:53:02 METAR KLAX 150953Z 20004KT 7SM OVC013 18/15 A2993 RMK AO2 SLP133 T01780150 $ (GG)",
"72295023174","2012-07-15T10:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","210,5,N,0021,5","00396,5,M,N","011265,5,N,5","+0178,5","+0144,5","10132,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08,5,+00396,5,99,9",,,"4,99,1,+00396,5,9",,,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10135,5,10017,5",,,,,,,,,,,,,,,,,"MET09907/15/12 02:53:02 METAR KLAX 151053Z 21004KT 7SM OVC013 18/14 A2993 RMK AO2 SLP132 T01780144 $ (GG)",
"72295023174","2012-07-15T11:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","190,5,N,0026,5","00396,5,M,N","011265,5,N,5","+0178,5","+0139,5","10134,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08,5,+00396,5,99,9",,,"4,99,1,+00396,5,9",,,,"08,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0183,1","999,N,+0172,1",,,,,,,,,,,"10135,5,10017,5","5,9,005,9,+999,9",,,,,,,,,,,,,,,,"MET11707/15/12 03:53:02 METAR KLAX 151153Z 19005KT 7SM OVC013 18/14 A2993 RMK AO2 SLP134 T01780139 10183 20172 55005 $ (GG)",
"72295023174","2012-07-15T12:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","190,1,N,0026,1","99999,9,9,N","011000,1,N,1","+0178,1","+0139,1","10134,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08,99,1,99,9,99,9,00450,1,99,9,99,9","120,N,+0172,1","240,M,+0222,1",,,,,,,,,,,"99999,9,99999,9","5,1,005,1,+999,9",,,,,,,,,,,,,,,,"SYN092AAXX  15124 72295 32461 81905 10178 20139 30080 40134 55005 91153 333 10222 20172 555 91512;","Q01 100803APOSP "
"72295023174","2012-07-15T12:31:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V030","190,5,N,0026,5","00518,5,M,N","012875,5,N,5","+0170,5","+0140,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+00518,5,99,9",,,"3,99,1,+00518,5,9",,,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10135,5,10017,5",,,,,,,,,,,,,,,,,"MET08207/15/12 04:31:02 SPECI KLAX 151231Z 19005KT 8SM BKN017 17/14 A2993 RMK AO2 $ (GG)",
"72295023174","2012-07-15T12:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","190,5,N,0026,5","00518,5,M,N","012875,5,N,5","+0172,5","+0139,5","10134,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+00518,5,99,9",,,"3,99,1,+00518,5,9",,,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10135,5,10017,5",,,,,,,,,,,,,,,,,"MET09907/15/12 04:53:02 METAR KLAX 151253Z 19005KT 8SM BKN017 17/14 A2993 RMK AO2 SLP134 T01720139 $ (GG)",
"72295023174","2012-07-15T13:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","200,5,N,0026,5","00488,5,M,N","012875,5,N,5","+0172,5","+0139,5","10136,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+00488,5,99,9",,,"3,99,1,+00488,5,9",,,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10139,5,10020,5",,,,,,,,,,,,,,,,,"MET09907/15/12 05:53:02 METAR KLAX 151353Z 20005KT 8SM BKN016 17/14 A2994 RMK AO2 SLP136 T01720139 $ (GG)",
"72295023174","2012-07-15T14:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","100,5,N,0026,5","00488,5,M,N","014484,5,N,5","+0183,5","+0139,5","10139,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+00488,5,99,9",,,"3,99,1,+00488,5,9",,,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10142,5,10024,5","3,9,005,9,+999,9",,,,,,,,,,,,,,,,"MET10507/15/12 06:53:02 METAR KLAX 151453Z 10005KT 9SM BKN016 18/14 A2995 RMK AO2 SLP139 T01830139 53005 $ (JK)",
"72295023174","2012-07-15T15:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","00579,5,M,N","016093,5,N,5","+0194,5","+0133,5","10144,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+00579,5,99,9",,,"3,99,1,+00579,5,9",,,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10146,5,10027,5",,,,,,,,,,,,,,,,,"MET10007/15/12 07:53:02 METAR KLAX 151553Z 00000KT 10SM BKN019 19/13 A2996 RMK AO2 SLP144 T01940133 $ (JK)",
"72295023174","2012-07-15T16:02:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0200,5","+0130,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,5,+00579,5,99,9",,,"2,99,1,+00579,5,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10146,5,10027,5",,,,,,,,,,,,,,,,,"MET08307/15/12 08:02:02 SPECI KLAX 151602Z 00000KT 10SM SCT019 20/13 A2996 RMK AO2 $ (JK)",
"72295023174","2012-07-15T16:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0211,5","+0133,5","10141,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00579,5,99,9",,,"1,99,1,+00579,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10142,5,10024,5",,,,,,,,,,,,,,,,,"MET10007/15/12 08:53:02 METAR KLAX 151653Z 00000KT 10SM FEW019 21/13 A2995 RMK AO2 SLP141 T02110133 $ (JK)",
"72295023174","2012-07-15T17:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","250,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0206,5","+0144,5","10141,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00610,5,99,9",,,"1,99,1,+00610,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0217,1","999,N,+0172,1",,,,,,,,,,,"10142,5,10024,5","0,9,002,9,+999,9",,,,,,,,,,,,,,,,"MET11807/15/12 09:53:02 METAR KLAX 151753Z 25009KT 10SM FEW020 21/14 A2995 RMK AO2 SLP141 T02060144 10217 20172 50002 $ (JK)",
"72295023174","2012-07-15T18:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","250,1,N,0046,1","22000,1,9,N","016000,1,N,1","+0206,1","+0144,1","10141,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,99,1,99,9,99,9,00800,1,99,9,99,9","120,M,+0217,1","240,N,+0172,1",,,,,,,,,,,"99999,9,99999,9","0,1,002,1,+999,9",,,,,,,,,,,,,,,,"SYN092AAXX  15184 72295 32566 22509 10206 20144 30087 40141 50002 91753 333 10217 20172 555 91518;","Q01 100873APOSP "
"72295023174","2012-07-15T18:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","230,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0206,5","+0139,5","10141,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00457,5,99,9",,,"1,99,1,+00457,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10142,5,10024,5",,,,,,,,,,,,,,,,,"MET10007/15/12 10:53:02 METAR KLAX 151853Z 23008KT 10SM FEW015 21/14 A2995 RMK AO2 SLP141 T02060139 $ (JK)",
"72295023174","2012-07-15T19:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","240,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0211,5","+0139,5","10138,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00427,5,99,9",,,"1,99,1,+00427,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10139,5,10020,5",,,,,,,,,,,,,,,,,"MET10007/15/12 11:53:02 METAR KLAX 151953Z 24008KT 10SM FEW014 21/14 A2994 RMK AO2 SLP138 T02110139 $ (JK)",
"72295023174","2012-07-15T20:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","250,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0206,5","+0139,5","10136,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+02438,5,99,9",,,"1,99,1,+02438,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10139,5,10020,5","8,9,005,9,+999,9",,,,,,,,,,,,,,,,"MET10607/15/12 12:53:02 METAR KLAX 152053Z 25008KT 10SM FEW080 21/14 A2994 RMK AO2 SLP136 T02060139 58005 $ (JK)",
"72295023174","2012-07-15T21:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","220,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0206,5","+0139,5","10133,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+02438,5,99,9",,,"1,99,1,+02438,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10135,5,10017,5",,,,,,,,,,,,,,,,,"MET11107/15/12 13:53:02 METAR KLAX 152153Z 22008KT 10SM FEW080 21/14 A2993 RMK AO2 SLP133 CB DSNT NE T02060139 $ (JK)",
"72295023174","2012-07-15T22:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","220,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0200,5","+0139,5","10128,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10129,5,10010,5",,,,,,,,,,,,,,,,,"MET09707/15/12 14:53:02 METAR KLAX 152253Z 22008KT 10SM CLR 20/14 A2991 RMK AO2 SLP128 T02000139 $ (CF)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2012-07-15T23:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,9,9999,9","22000,5,9,N","016093,5,N,5","+0194,5","+0139,5","10124,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0217,1","999,N,+0194,1",,,,,,,,,,,"10125,5,10007,5","8,9,011,9,+999,9",,,,,,,,,,,,,,,,"MET11507/15/12 15:53:02 METAR KLAX 152353Z      KT 10SM CLR 19/14 A2990 RMK AO2 SLP124 T01940139 10217 20194 58011 $ (CF)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2012-07-16T00:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","999,9,9,9999,9","22000,1,9,N","016000,1,N,1","+0194,1","+0139,1","10124,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,1,+99999,9,99,9",,,,,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1","120,M,+0217,1","180,N,+0172,1",,,,,,,,,,,"99999,9,99999,9","8,1,011,1,+999,9",,,,,,,,,,,,,,,,"SYN092AAXX  16004 72295 32966 0//// 10194 20139 30070 40124 58011 92353 333 10217 20172 555 91600;","Q01 100703APOSP "
"72295023174","2012-07-16T00:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","220,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0189,5","+0139,5","10120,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00914,5,00,1",,,"1,99,1,+00914,5,9",,,,"99,99,9,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10122,5,10004,5",,,,,,,,,,,,,,,,,"MET09507/15/12 16:53:01 METAR KLAX 160053Z 22005KT 10SM FEW030 19/14 A2989 RMK AO2 SLP120 T01890139 $","Q01    003SCOTCV"
"72295023174","2012-07-16T00:53:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V020","220,1,N,0026,1","22000,1,9,N","016090,1,N,1","+0190,1","+0140,1","10120,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,99,1,+00900,1,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10121,1,99999,9",,,,,,,,,,,,,,,,,"MET082METAR KLAX 160053Z 22005KT COR 10SM FEW030 19/14 A2989 RMK AO2 SLP120 T01890139 $;",
"72295023174","2012-07-16T01:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","240,5,N,0036,5","22000,5,9,N","016093,5,N,5","+0183,5","+0139,5","10124,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00457,5,99,9","04,5,+01219,5,99,9",,"1,99,1,+00457,5,9","2,99,1,+01219,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10125,5,10007,5",,,,,,,,,,,,,,,,,"MET10207/15/12 17:53:01 METAR KLAX 160153Z 24007KT 10SM FEW015 SCT040 18/14 A2990 RMK AO2 SLP124 T01830139 $",
