"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AB1","AD1","AE1","AH1","AH2","AH3","AH4","AH5","AH6","AI1","AI2","AI3","AI4","AI5","AI6","AT1","AT2","AT3","AT4","AU1","AU2","AW1","AW2","AX1","AX2","AX3","ED1","GA1","GA2","GA3","GA4","GD1","GD2","GD3","GD4","GF1","KA1","KA2","KB1","KB2","KB3","KC1","KC2","KD1","KD2","KE1","KG1","KG2","MA1","MD1","MF1","MG1","MH1","MK1","MW1","MW2","OC1","OD1","OE1","OE2","OE3","RH1","RH2","RH3","REM","EQD"
"72295023174","2008-06-30T12:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","250,5,N,0031,5","22000,5,9,N","008047,5,N,5","+0183,5","+0161,5","10144,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,"0,3,00,2,0,1,5","0,0,00,1,0,1,5","10,5","31,5",,,,,"02,5,+00030,5,99,9","04,5,+00305,5,99,9","04,5,+06706,5,99,9",,"1,99,1,+00030,5,9","2,99,1,+00305,5,9","2,99,1,+06706,5,9",,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10146,5,10027,5",,,,,,"10,1","41,1",,,,,,,,,"MET14206/30/08 04:52:10 METAR KLAX 301250Z 25006KT 5SM BCFG BR FEW001 SCT010 SCT220 18/16 A2996 RMK AO2 SLP144 FG FEW001 FG BANK S-W T01830161 (RPA)",
"72295023174","2008-06-30T13:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","008047,5,N,5","+0189,5","+0161,5","10148,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,"0,3,00,2,0,1,5","0,0,00,1,0,1,5","10,5","31,5",,,,,"02,5,+00030,5,99,9","04,5,+00244,5,99,9",,,"1,99,1,+00030,5,9","2,99,1,+00244,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10149,5,10030,5",,,,,,"10,1","41,1",,,,,,,,,"MET13506/30/08 05:52:09 METAR KLAX 301350Z 00000KT 5SM BCFG BR FEW001 SCT008 19/16 A2997 RMK AO2 SLP148 FG FEW001 FG BANK S-W T01890161 (RPA)",
"72295023174","2008-06-30T14:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","240,5,N,0015,5","22000,5,9,N","008047,5,N,5","+0194,5","+0161,5","10151,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,"02,5,+00244,5,99,9",,,,"1,99,1,+00244,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10152,5,10034,5","1,9,011,9,+999,9",,,,,"05,5",,,,,,,,,,"MET10706/30/08 06:52:06 METAR KLAX 301450Z 24003KT 5SM HZ FEW008 19/16 A2998 RMK AO2 SLP151 T01940161 51011 (DMQ)",
"72295023174","2008-06-30T15:48:00","6","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V030","270,5,N,0036,5","00366,5,M,N","009656,5,N,5","+0190,5","+0160,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,"04,5,+00213,5,99,9","07,5,+00366,5,99,9",,,"2,99,1,+00213,5,9","3,99,1,+00366,5,9",,,,,,,,,,,,,,,,"10156,5,10037,5",,,,,,"05,5",,,,,,,,,,"MET10606/30/08 07:49:21 SPECI KLAX 301548Z 27007KT 6SM HZ SCT007 BKN012 19/16 A2999 RMK AO2 SCT V BKN FIBI (DMQ)",
"72295023174","2008-06-30T15:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","280,5,N,0031,5","00366,5,M,N","009656,5,N,5","+0194,5","+0156,5","10155,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,"04,5,+00213,5,99,9","07,5,+00366,5,99,9",,,"2,99,1,+00213,5,9","3,99,1,+00366,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10156,5,10037,5",,,,,,"05,5",,,,,,,,,,"MET11806/30/08 07:52:07 METAR KLAX 301550Z 28006KT 6SM HZ SCT007 BKN012 19/16 A2999 RMK AO2 SLP155 SCT V BKN T01940156 (DMQ)",
"72295023174","2008-06-30T16:26:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V030","250,5,N,0036,5","22000,5,9,N","011265,5,N,5","+0190,5","+0150,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00213,5,99,9","04,5,+00305,5,99,9",,,"1,99,1,+00213,5,9","2,99,1,+00305,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10159,5,10040,5",,,,,,,,,,,,,,,,"MET08806/30/08 08:28:06 SPECI KLAX 301626Z 25007KT 7SM FEW007 SCT010 19/15 A3000 RMK AO2 (DMQ)",
"72295023174","2008-06-30T16:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0026,5","22000,5,9,N","012875,5,N,5","+0200,5","+0150,5","10158,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00213,5,99,9","04,5,+00305,5,99,9",,,"1,99,1,+00213,5,9","2,99,1,+00305,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10159,5,10040,5",,,,,,,,,,,,,,,,"MET10506/30/08 08:52:19 METAR KLAX 301650Z 26005KT 8SM FEW007 SCT010 20/15 A3000 RMK AO2 SLP158 T02000150 (DMQ)",
"72295023174","2008-06-30T17:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0051,5","22000,5,9,N","016093,5,N,5","+0211,5","+0144,5","10159,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00213,5,99,9",,,,"1,99,1,+00213,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0211,1","999,N,+0183,1",,,,,,,,,,,"10163,5,10044,5","1,9,009,9,+999,9",,,,,,,,,,,,,,,"MET11706/30/08 09:52:07 METAR KLAX 301750Z 26010KT 10SM FEW007 21/14 A3001 RMK AO2 SLP159 T02110144 10211 20183 51009 (DMQ)",
"72295023174","2008-06-30T18:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","260,1,N,0051,1","22000,1,9,N","016000,1,N,1","+0211,1","+0144,1","10159,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,99,1,99,9,99,9,00250,1,99,9,99,9","120,M,+0211,1","240,N,+0183,1",,,,,,,,,,,"99999,9,99999,9","1,1,009,1,+999,9",,,,,,,,,,,,,,,"SYN092AAXX  30184 72295 32366 22610 10211 20144 30107 40159 51009 91750 333 10211 20183 555 93018;","Q01 101073APOSP "
"72295023174","2008-06-30T18:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","250,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0211,5","+0144,5","10158,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00213,5,99,9",,,,"1,99,1,+00213,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10159,5,10040,5",,,,,,,,,,,,,,,,"MET09906/30/08 10:52:06 METAR KLAX 301850Z 25009KT 10SM FEW007 21/14 A3000 RMK AO2 SLP158 T02110144 (DMQ)",
"72295023174","2008-06-30T19:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0072,5","22000,5,9,N","016093,5,N,5","+0217,5","+0144,5","10152,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00213,5,99,9",,,,"1,99,1,+00213,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10156,5,10037,5",,,,,,,,,,,,,,,,"MET09906/30/08 11:52:06 METAR KLAX 301950Z 26014KT 10SM FEW007 22/14 A2999 RMK AO2 SLP152 T02170144 (DMQ)",
"72295023174","2008-06-30T20:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0067,5","22000,5,9,N","016093,5,N,5","+0211,5","+0144,5","10149,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00213,5,99,9",,,,"1,99,1,+00213,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10149,5,10030,5","8,9,011,9,+999,9",,,,,,,,,,,,,,,"MET10506/30/08 12:52:08 METAR KLAX 302050Z 26013KT 10SM FEW007 21/14 A2997 RMK AO2 SLP149 T02110144 58011 (DMQ)",
"72295023174","2008-06-30T21:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","250,5,N,0062,5","22000,5,9,N","016093,5,N,5","+0222,5","+0144,5","10142,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00213,5,99,9",,,,"1,99,1,+00213,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10146,5,10027,5",,,,,,,,,,,,,,,,"MET09906/30/08 13:52:28 METAR KLAX 302150Z 25012KT 10SM FEW007 22/14 A2996 RMK AO2 SLP142 T02220144 (DMQ)",
"72295023174","2008-06-30T22:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","270,5,N,0098,5","22000,5,9,N","016093,5,N,5","+0228,5","+0128,5","10137,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+01219,5,99,9",,,,"1,99,1,+01219,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10139,5,10020,5",,,,,,,,,,,,,,,,"MET09806/30/08 14:52:08 METAR KLAX 302250Z 27019KT 10SM FEW040 23/13 A2994 RMK AO2 SLP137 T02280128 (CF)",
"72295023174","2008-06-30T23:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","250,5,N,0067,5","22000,5,9,N","016093,5,N,5","+0222,5","+0150,5","10130,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+01219,5,99,9",,,,"1,99,1,+01219,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0233,1","999,N,+0206,1",,,,,,,,,,,"10132,5,10014,5","8,9,017,9,+999,9",,,,,,,,,,,,,,,"MET11606/30/08 15:52:08 METAR KLAX 302350Z 25013KT 10SM FEW040 22/15 A2992 RMK AO2 SLP130 T02220150 10233 20206 58017 (CF)",
"72295023174","2008-07-01T00:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","250,1,N,0067,1","22000,1,9,N","016000,1,N,1","+0222,1","+0150,1","10130,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,99,1,99,9,99,9,01250,1,99,9,99,9","120,M,+0233,1","180,N,+0183,1",,,,,,,,,,,"99999,9,99999,9","8,1,017,1,+999,9",,,,,,,,,,,,,,,"SYN092AAXX  01004 72295 32666 22513 10222 20150 30076 40130 58017 92350 333 10233 20183 555 90100;","Q01 100763APOSP "
"72295023174","2008-07-01T00:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0062,5","22000,5,9,N","016093,5,N,5","+0222,5","+0133,5","10122,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+01219,5,99,9",,,,"1,99,1,+01219,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10125,5,10007,5",,,,,,,,,,,,,,,,"MET09806/30/08 16:52:28 METAR KLAX 010050Z 26012KT 10SM FEW040 22/13 A2990 RMK AO2 SLP122 T02220133 (CF)",
"72295023174","2008-07-01T01:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0082,5","22000,5,9,N","016093,5,N,5","+0222,5","+0128,5","10119,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+01219,5,99,9",,,,"1,99,1,+01219,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10122,5,10004,5",,,,,,,,,,,,,,,,"MET09806/30/08 17:52:07 METAR KLAX 010150Z 26016KT 10SM FEW040 22/13 A2989 RMK AO2 SLP119 T02220128 (CF)",
"72295023174","2008-07-01T02:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","250,5,N,0062,5","22000,5,9,N","016093,5,N,5","+0211,5","+0139,5","10116,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+01219,5,99,9",,,,"1,99,1,+01219,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10119,5,10000,5","6,9,014,9,+999,9",,,,,,,,,,,,,,,"MET10406/30/08 18:52:08 METAR KLAX 010250Z 25012KT 10SM FEW040 21/14 A2988 RMK AO2 SLP116 T02110139 56014 (CF)",
"72295023174","2008-07-01T03:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","250,5,N,0067,5","22000,5,9,N","016093,5,N,5","+0194,5","+0144,5","10123,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+01219,5,99,9","04,5,+06096,5,99,9",,,"1,99,1,+01219,5,9","2,99,1,+06096,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10125,5,10007,5",,,,,,,,,,,,,,,,"MET10506/30/08 19:52:07 METAR KLAX 010350Z 25013KT 10SM FEW040 SCT200 19/14 A2990 RMK AO2 SLP123 T01940144 (CF)",
"72295023174","2008-07-01T04:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","240,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0194,5","+0150,5","10129,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+01219,5,99,9","04,5,+06096,5,99,9",,,"1,99,1,+01219,5,9","2,99,1,+06096,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10132,5,10014,5",,,,,,,,,,,,,,,,"MET10506/30/08 20:52:08 METAR KLAX 010450Z 24005KT 10SM FEW040 SCT200 19/15 A2992 RMK AO2 SLP129 T01940150 (CF)",
"72295023174","2008-07-01T05:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0194,5","+0144,5","10131,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+06096,5,99,9",,,,"1,99,1,+06096,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0228,1","999,N,+0194,1",,,,,,,,,,,"10135,5,10017,5","1,9,015,9,+999,9",,,,,,,,,,,,,,,"MET11606/30/08 21:52:09 METAR KLAX 010550Z 26005KT 10SM FEW200 19/14 A2993 RMK AO2 SLP131 T01940144 10228 20194 51015 (CF)",
"72295023174","2008-07-01T06:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","260,1,N,0026,1","22000,1,9,N","016000,1,N,1","+0194,1","+0144,1","10131,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9","240,M,+0228,1","240,N,+0183,1",,,,,,,,,,,"99999,9,99999,9","1,1,015,1,+999,9",,,,,,,,,,,,,,,"SYN092AAXX  01064 72295 32966 22605 10194 20144 30080 40131 51015 90550 333 10228 20183 555 90106;","Q01 100803APOSP "
"72295023174","2008-07-01T06:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","160,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0194,5","+0144,5","10127,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+06096,5,99,9",,,,"1,99,1,+06096,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10129,5,10010,5",,,,,,,,,,,,,,,,"MET09906/30/08 22:52:06 METAR KLAX 010650Z 16005KT 10SM FEW200 19/14 A2991 RMK AO2 SLP127 T01940144 (RPA)",
"72295023174","2008-07-01T07:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","090,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0189,5","+0139,5","10124,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+06096,5,99,9",,,,"1,99,1,+06096,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10129,5,10010,5",,,,,,,,,,,,,,,,"MET10906/30/08 23:52:23 METAR KLAX 010750Z 09005KT 10SM FEW200 19/14 A2991 RMK AO2 SLP124 T01890139 402330178 (RPA)",
"72295023174","2008-07-01T07:59:00","6","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SOD  ","KLAX ","V030","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,5",,,,,,,,,,,,,,,,,,"AU,01,FG  ,5","AU,13,BR  ,5","AU,08,HZ  ,5",,,,,,"08,5,24,5","01,5,24,5",,,,,,,,,,,,"240,M,+0233,5","240,N,+0178,5",,,,,,,,,"024,W,+0167,D,4","024,D,+0144,D,4",,,"10024,4,10139,4","10024,4,10115,4",,,,,,,"1,24,01118,280,1453,5","2,24,00983,260,1500,5","3,24,00398,999,9999,5","024,X,087,D,4","024,N,053,D,4","024,M,071,D,4","SOD77324 HR PRECIPITATION (IN):0.00  WEATHER(CODE):8,1  24 HR MAX TEMP (F):74 24 HR MAX TEMP TIME (LST):1452 24 HR MIN TEMP (F):64 24 HR MIN TEMP TIME (LST):0306 AVERAGE STATION PRESSURE:29.600 MINIMUM SEA LEVEL PRESSURE:29.87 TIME OF OCCURRENCE:1852 PEAK WIND SPEED (MPH):25  PEAK WIND DIR (DEG):280 PEAK WIND TIME (LST):1453  FASTEST 2MIN SPEED (MPH):22 FASTEST 2MIN DIR (DEG):260 FASTEST 2MIN TIME (LST):1500 AVERAGE WIND SPEED (MPH):8.9  24 HR AVG TEMP (F):69 DEPART FROM NORMAL: +1  HEATING DEGREE DAYS:0   COOLING DEGREE DAYS:4   LATEST DAY MAX TEMP (0700-1900 LST):74  LATEST NIGHT MIN TEMP(1900-0800 LST):64 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00","R01     N7GJS072R02     N7GKS075"
"72295023174","2008-07-01T07:59:00","6","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SOM  ","KLAX ","V030","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,"00000,9,5","00000,9,9999,9999,9999,5","00,5,00,5,00,5,00,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"720,N,+1717,5","720,M,+2328,5","720,A,+2022,5","N,9,+0138,050399,5","M,9,+0333,219999,5","720,H,0007,5","720,C,0117,5","00,5,01,5,00,5,00,5",,,,,,,"10007,4,10122,4","10169,290950,U,10064,041850,U",,,,,,,,,,,"SOM803PCP MTOT:0.00 DEPNRM:-0.2 PCP GT 24HRS:0.00 DAYS W/PCP >=.01:0  DAYS W/PCP >=.10:0  DAYS W/ PCP >=.50:0 DAYS W/PCP >=1.00:0 MSDP AMTS W/DATE-TIME TAGS:MIN:5 0.00    /     MIN:10 0.00    /     MIN:15 0.00    /     MIN:20 0.00    /     MIN:30 0.00    /     MIN:45 0.00    /     MIN:60 0.00    /     MIN:80 0.00    /     MIN:100 0.00    /     MIN:120 0.00    /     MIN:150 0.00    /     MIN:180 0.00    /     AVG DLY MIN:62.9  AVG DLY MAX:73.9  AVG MLY TMP:68.4  DEP NORM:2.0   MIN TMP:57 DATE(S):05 03 MAX TMP:92  DATE(S):21 DAYS MAX <=32:0 DAYS MAX >=90:1  DAYS MIN <=32:0  DAYS MIN  <=0:0  AVG STP:29.550 LWST SLP:29.71 DATE/TIME:041747 HGST SLP:30.04 DATE/TIME:011004 HDD MTH TOT:7 DEP NORM:-12 SEASON(JUL 1-JUN 30):149 DEP NORM:-1125 CDD MTH TOT:117 DEP NORM:+59 SEASON(JAN 1-DEC 31):243 DEP NORM:+135","R01  0.007A01001R02  0.007A02007R03  0.007A03013R04  0.007A04019R05  0.007A05026R06  0.007A06033R07  0.007A07039R08  0.007A08046R09  0.007A09052R10  0.007A10058R11  0.007A11065R12  0.007A12071"
"72295023174","2008-07-01T08:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0183,5","+0150,5","10124,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+06096,5,99,9",,,,"1,99,1,+06096,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10125,5,10007,5","6,9,008,9,+999,9",,,,,,,,,,,,,,,"MET10507/01/08 00:52:06 METAR KLAX 010850Z 00000KT 10SM FEW200 18/15 A2990 RMK AO2 SLP124 T01830150 56008 (RPA)",
"72295023174","2008-07-01T09:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0183,5","+0144,5","10122,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+06096,5,99,9",,,,"1,99,1,+06096,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10125,5,10007,5",,,,,,,,,,,,,,,,"MET09907/01/08 01:52:07 METAR KLAX 010950Z 00000KT 10SM FEW200 18/14 A2990 RMK AO2 SLP122 T01830144 (RPA)",
"72295023174","2008-07-01T10:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,V,0031,5","22000,5,9,N","016093,5,N,5","+0183,5","+0144,5","10124,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00244,5,99,9","04,5,+07620,5,99,9",,,"1,99,1,+00244,5,9","2,99,1,+07620,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10129,5,10010,5",,,,,,,,,,,,,,,,"MET10607/01/08 02:52:18 METAR KLAX 011050Z VRB06KT 10SM FEW008 SCT250 18/14 A2991 RMK AO2 SLP124 T01830144 (RPA)",
"72295023174","2008-07-01T11:48:00","6","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0180,5","+0150,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00244,5,99,9","04,5,+07620,5,99,9",,,"1,99,1,+00244,5,9","2,99,1,+07620,5,9",,,,,,,,,,,,,,,,"10129,5,10010,5",,,,,,,,,,,,,,,,"MET09407/01/08 03:49:21 SPECI KLAX 011148Z 00000KT 10SM FEW008 SCT250 18/15 A2991 RMK AO2 FIBI (RPA)",
"72295023174","2008-07-01T11:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0183,5","+0150,5","10124,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00244,5,99,9","04,5,+07620,5,99,9",,,"1,99,1,+00244,5,9","2,99,1,+07620,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0200,1","999,N,+0183,1",,,,,,,,,,,"10129,5,10010,5","3,9,001,9,+999,9",,,,,,,,,,,,,,,"MET12407/01/08 03:52:07 METAR KLAX 011150Z 00000KT 10SM FEW008 SCT250 18/15 A2991 RMK AO2 SLP124 T01830150 10200 20183 53001 (RPA)",
"72295023174","2008-07-01T12:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","999,9,C,0000,1","22000,1,9,N","016000,1,N,1","+0183,1","+0150,1","10124,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,99,1,99,9,99,9,00250,1,99,9,99,9","120,N,+0183,1","240,M,+0233,1",,,,,,,,,,,"99999,9,99999,9","3,1,001,1,+999,9",,,,,,,,,,,,,,,"SYN092AAXX  01124 72295 32366 40000 10183 20150 30073 40124 53001 91150 333 10233 20183 555 90112;","Q01 100733APOSP "
"72295023174","2008-07-01T12:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0183,5","+0150,5","10126,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00305,5,99,9","04,5,+07620,5,99,9",,,"1,99,1,+00305,5,9","2,99,1,+07620,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10129,5,10010,5",,,,,,,,,,,,,,,,"MET10607/01/08 04:52:07 METAR KLAX 011250Z 00000KT 10SM FEW010 SCT250 18/15 A2991 RMK AO2 SLP126 T01830150 (RPA)",
