"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AB1","AD1","AE1","AG1","AJ1","AT1","AT2","AT3","AT4","AT5","ED1","GA1","GA2","GA3","GA4","GD1","GD2","GD3","GF1","GK1","GP1","GQ1","GR1","KA1","KA2","KB1","KB2","KB3","KD1","KD2","KE1","MA1","MD1","MG1","MH1","MK1","MW1","MW2","MW3","MW4","OC1","OE1","OE2","OE3","REM","EQD"
"72295023174","1998-06-04T09:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-06-04T09:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","250,5,N,0031,5","22000,5,M,N","016000,5,N,1","+0144,5","+0128,5","10156,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"02,1,+00510,1,99,9","02,1,+01800,1,99,9",,,"1,99,5,+00518,5,9","2,99,5,+01829,5,9",,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10159,5,10121,1",,,,,,,,,,,,,"MET025NEW AO2 SLP156 T01440128;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-06-04T10:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-06-04T10:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","250,5,N,0041,5","22000,5,M,N","016000,5,N,1","+0144,5","+0122,5","10156,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"02,1,+00540,1,99,9","02,1,+02100,1,99,9",,,"1,99,5,+00549,5,9","2,99,5,+02134,5,9",,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10159,5,10121,1",,,,,,,,,,,,,"MET025NEW AO2 SLP156 T01440122;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-06-04T11:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-06-04T12:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SY-MT","LAX  ","V020","280,5,N,0031,5","22000,5,M,N","016000,5,N,1","+0144,5","+0122,5","10155,5","01,0000,9,5","06,0000,9,1",,,,,"0,000",,,,,,,,"02,1,+00510,1,99,9","02,1,+02100,1,99,9",,,"1,99,5,+00518,5,9","2,99,5,+02134,5,9",,"04,99,1,99,9,99,9,00450,1,99,9,99,9",,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,"10159,5,10120,1","5,1,004,1,+999,9",,,,,,,,,,,,"MET043NEW AO2 SLP155 T01440122 10161 20139 55004;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-06-04T12:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","260,5,N,0026,5","22000,5,M,N","016000,5,N,1","+0139,5","+0122,5","10159,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"02,1,+00450,1,99,9","02,1,+02100,1,99,9",,,"1,99,5,+00457,5,9","2,99,5,+02134,5,9",,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10163,5,10124,1",,,,,,,,,,,,,"MET025NEW AO2 SLP159 T01390122;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-06-04T13:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,008,0000,02,015,0000,02,008","0060,0887,9,0633,9","0060,0008,9,0343,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-06-04T13:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","250,5,N,0021,5","22000,5,M,N","016000,5,N,1","+0156,5","+0133,5","10164,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"02,1,+00450,1,99,9","02,1,+01500,1,99,9",,,"2,99,5,+00457,5,9","2,99,5,+01676,5,9",,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10166,5,10127,1",,,,,,,,,,,,,"MET025NEW AO2 SLP164 T01560133;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-06-04T14:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0074,02,008,0251,02,015,0038,02,008","0060,0818,9,0683,9","0060,0189,9,1327,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-06-04T14:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","260,5,N,0021,5","22000,5,M,N","016000,5,N,1","+0161,5","+0128,5","10168,5","01,0000,9,5",,,,,,"0,000",,,,,,,,"02,1,+00750,1,99,9","02,1,+01500,1,99,9",,,"2,99,5,+00762,5,9","2,99,5,+01676,5,9",,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10169,5,10131,1","3,1,011,1,+999,9",,,,,,,,,,,,"MET031NEW AO2 SLP168 T01610128 53011;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-06-04T15:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0264,02,008,0482,02,015,0100,02,008","0060,0701,9,0757,9","0060,0452,9,1327,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-06-04T15:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","230,5,N,0021,5","00610,5,M,N","016000,5,N,1","+0167,5","+0128,5","10173,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"07,1,+00600,1,99,9","07,1,+01500,1,99,9",,,"3,99,5,+00610,5,9","3,99,5,+01676,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10176,5,10138,1",,,,,,,,,,,,,"MET025NEW AO2 SLP173 T01670128;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-06-04T16:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0405,02,008,0345,02,015,0221,02,008","0060,0579,9,0831,9","0060,0705,9,1327,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-06-04T16:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","260,5,N,0015,5","00762,5,M,N","016000,5,N,1","+0172,5","+0128,5","10172,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"07,1,+00750,1,99,9","07,1,+02100,1,99,9",,,"3,99,5,+00762,5,9","3,99,5,+02134,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10173,5,10134,1",,,,,,,,,,,,,"MET025NEW AO2 SLP172 T01720128;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-06-04T17:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0659,02,008,0663,02,015,0194,02,008","0060,0455,9,0910,9","0060,0929,9,1327,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-06-04T18:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SY-MT","LAX  ","V020","999,9,C,0000,5","22000,5,M,N","014400,5,N,1","+0194,5","+0122,5","10171,5","01,0000,9,5","06,0000,9,1",,,,,"0,000",,,,,,,,"02,1,+00750,1,99,9","02,1,+02100,1,99,9",,,"2,99,5,+00762,5,9","2,99,5,+02134,5,9",,"04,99,1,99,9,99,9,00800,1,99,9,99,9",,"0060,0826,02,008,0753,02,015,0195,02,008","0060,0331,9,1011,9","0060,1110,9,1327,9",,,,,,,,,"10173,5,10134,1","0,1,004,1,+999,9",,,,,,,,,,,,"MET043NEW AO2 SLP171 T01940122 10194 20139 50004;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-06-04T18:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","230,5,N,0052,5","22000,5,M,N","016000,5,N,1","+0200,5","+0139,5","10173,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"02,1,+00750,1,99,9","02,1,+01200,1,99,9",,,"2,99,5,+00762,5,9","2,99,5,+01219,5,9",,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10173,5,10134,1",,,,,,,,,,,,,"MET025NEW AO2 SLP173 T02000139;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-06-04T19:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0943,02,008,0794,02,015,0204,02,008","0060,0214,9,1180,9","0060,1234,9,1327,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-06-04T19:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","220,5,N,0057,5","22000,5,M,N","016000,5,N,1","+0200,5","+0139,5","10173,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"02,1,+01050,1,99,9","02,1,+02100,1,99,9",,,"2,99,5,+01067,5,9","2,99,5,+02134,5,9",,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10173,5,10134,1",,,,,,,,,,,,,"MET025NEW AO2 SLP173 T02000139;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-06-04T20:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0986,02,008,0774,02,015,0231,02,008","0060,0129,9,1575,9","0060,1293,9,1327,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-06-04T20:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","230,5,N,0067,5","22000,5,M,N","016000,5,N,1","+0200,5","+0133,5","10172,5","01,0000,9,5",,,,,,"0,000",,,,,,,,"02,1,+01050,1,99,9",,,,"2,99,5,+01067,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10173,5,10134,1","0,1,002,1,+999,9",,,,,,,,,,,,"MET031NEW AO2 SLP172 T02000133 50002;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-06-04T21:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0981,02,008,0777,02,015,0228,02,008","0060,0145,9,2167,9","0060,1284,9,1327,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-06-04T21:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","240,5,N,0062,5","22000,5,M,N","016000,5,N,1","+0194,5","+0133,5","10169,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"02,1,+01050,1,99,9",,,,"2,99,5,+01067,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10169,5,10131,1",,,,,,,,,,,,,"MET025NEW AO2 SLP169 T01940133;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-06-04T22:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0895,02,008,0715,02,015,0244,02,008","0060,0244,9,2478,9","0060,1206,9,1327,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-06-04T22:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","250,5,N,0057,5","22000,5,M,N","016000,5,N,1","+0194,5","+0139,5","10165,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"02,1,+01050,1,99,9",,,,"1,99,5,+01067,5,9",,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10166,5,10127,1",,,,,,,,,,,,,"MET025NEW AO2 SLP165 T01940139;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-06-04T23:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0762,02,008,0654,02,015,0235,02,008","0060,0364,9,2620,9","0060,1066,9,1327,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-06-05T00:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SY-MT","LAX  ","V020","270,5,N,0057,5","22000,5,M,N","016000,5,N,1","+0189,5","+0139,5","10162,5","01,0000,9,5","06,0000,9,1",,,,,"0,000",,,,,,,,"02,1,+00900,1,99,9","02,1,+06000,1,99,9",,,"1,99,5,+00914,5,9","2,99,5,+06096,5,9",,"04,99,1,99,9,99,9,00800,1,99,9,99,9",,"0060,0607,02,008,0628,02,015,0193,02,008","0060,0488,9,2713,9","0060,0873,9,1327,9",,,,,,,,,"10163,5,10124,1","7,1,010,1,+999,9",,,,,,,,,,,,"MET055NEW AO2 SLP162 CITY MAX 73 T01890139 10211 20183 57010;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-06-05T00:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","240,5,N,0046,5","22000,5,M,N","016000,5,N,1","+0178,5","+0139,5","10159,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"02,1,+00900,1,99,9","02,1,+03600,1,99,9",,,"1,99,5,+00914,5,9","2,99,5,+03658,5,9",,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10159,5,10121,1",,,,,,,,,,,,,"MET025NEW AO2 SLP159 T01780139;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-06-05T01:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0395,02,008,0440,02,015,0183,02,008","0060,0612,9,2790,9","0060,0639,9,1327,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-06-05T01:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","240,5,N,0052,5","22000,5,M,N","016000,5,N,1","+0167,5","+0139,5","10158,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"02,1,+00660,1,99,9","02,1,+02700,1,99,9",,,"1,99,5,+00671,5,9","2,99,5,+02743,5,9",,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10159,5,10121,1",,,,,,,,,,,,,"MET025NEW AO2 SLP158 T01670139;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-06-05T02:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0215,02,008,0237,02,015,0147,02,008","0060,0732,9,2863,9","0060,0382,9,1327,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-06-05T02:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","240,5,N,0052,5","01524,5,M,N","016000,5,N,1","+0167,5","+0139,5","10159,5","01,0000,9,5",,,,,,"0,000",,,,,,,,"07,1,+01500,1,99,9","07,1,+02700,1,99,9",,,"3,99,5,+01524,5,9","3,99,5,+02743,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10163,5,10124,1","5,1,003,1,+999,9",,,,,,,,,,,,"MET031NEW AO2 SLP159 T01670139 55003;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-06-05T03:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0034,02,008,0121,02,015,0023,02,008","0060,0847,9,2939,9","0060,0121,9,1316,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-06-05T03:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","240,5,N,0036,5","01524,5,M,N","016000,5,N,1","+0167,5","+0133,5","10160,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"07,1,+01500,1,99,9","07,1,+02700,1,99,9",,,"3,99,5,+01524,5,9","3,99,5,+02743,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10163,5,10124,1",,,,,,,,,,,,,"MET025NEW AO2 SLP160 T01670133;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-06-05T04:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-06-05T04:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","240,5,N,0036,5","01524,5,M,N","016000,5,N,1","+0167,5","+0133,5","10165,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"07,1,+01500,1,99,9",,,,"3,99,5,+01524,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10166,5,10127,1",,,,,,,,,,,,,"MET025NEW AO2 SLP165 T01670133;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-06-05T05:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-06-05T06:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SY-MT","LAX  ","V020","230,5,N,0036,5","01524,5,M,N","016000,5,N,1","+0167,5","+0139,5","10164,5","01,0000,9,5","06,0000,9,1",,,,,"0,000",,,,,,,,"08,1,+01500,1,99,9",,,,"4,99,5,+01524,5,9",,,"08,99,1,99,9,99,9,01750,1,99,9,99,9",,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,"10166,5,10127,1","1,1,006,1,+999,9",,,,,,,,,,,,"MET043NEW AO2 SLP164 T01670139 10189 20167 51006;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-06-05T06:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","240,5,N,0031,5","01524,5,M,N","016000,5,N,1","+0161,5","+0144,5","10161,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"07,1,+01500,1,99,9",,,,"3,99,5,+01524,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10166,5,10127,1",,,,,,,,,,,,,"MET025NEW AO2 SLP161 T01610144;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-06-05T07:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-06-05T07:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","240,5,N,0026,5","22000,5,M,N","016000,5,N,1","+0156,5","+0144,5","10157,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"02,1,+01440,1,99,9",,,,"1,99,5,+01463,5,9",,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,"999,M,+0211,1","999,N,+0139,1",,,,,,,"10159,5,10121,1",,,,,,,,,,,,,"MET032NEW AO2 SLP157 T01560144 4021101","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-06-05T07:59:00","6","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SOD  ","KLAX ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,5",,,,,,,"0000,9,5,999999,9,9",,,,,,,,,,,,,,,,,,,"240,M,+0211,5","240,N,+0139,5",,,,,,,,,"10119,9,99999,4",,,,,,,,"1,24,00894,250,1315,5","2,24,00760,240,1315,5","3,24,00376,999,9999,5","SOD56624 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0.0  24 HR MAX TEMP (F): 7024 HR MAX TEMP TIME (LST):1232 24 HR MIN TEMP (F): 5724 HR MIN TEMP TIME (LST):0516 AVERAGE STATION PRESSURE:29.88  PEAK WIND SPEED (MPH): 20 PEAK WIND DIR (DEG):250 PEAK WIND TIME (LST):1315  FASTEST 2MIN SPEED (MPH): 17FASTEST 2MIN DIR (DEG):240 FASTEST 2MIN TIME (LST):1315 AVERAGE WIND SPEED (MPH): 8.4 24 HR AVG TEMP (F):64 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00",
"72295023174","1998-06-05T08:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-06-05T08:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","999,9,C,0000,5","22000,5,M,N","016000,5,N,1","+0161,5","+0139,5","10150,5","01,0000,9,5",,,,,,"0,000",,,,,,,,,,,,"0,99,5,+99999,9,9",,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10152,5,10114,1","8,1,014,1,+999,9",,,,,,,,,,,,"MET031NEW AO2 SLP150 T01610139 58014;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-06-05T09:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-06-05T09:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","999,9,C,0000,5","22000,5,M,N","014400,5,N,1","+0156,5","+0144,5","10146,5","01,0000,9,5",,,,,,"0,999",,,,,,,,,,,,"0,99,5,+99999,9,9",,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10149,5,10111,1",,,,,,,,,,,,,"MET025NEW AO2 SLP146 T01560144;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-06-05T10:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
