"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AB1","AD1","AE1","AH1","AH2","AH3","AH4","AH5","AH6","AI1","AI2","AI3","AI4","AI5","AI6","AT1","AT2","AT3","AT4","AU1","AU2","AU3","AW1","AW2","AW3","AX1","AX2","AX3","ED1","GA1","GA2","GA3","GA4","GA5","GD1","GD2","GD3","GD4","GF1","KA1","KA2","KB1","KB2","KB3","KC1","KC2","KD1","KD2","KE1","KG1","KG2","MA1","MD1","MF1","MG1","MH1","MK1","MW1","MW2","MW3","OC1","OD1","OE1","OE2","OE3","RH1","RH2","RH3","REM","EQD"
"72295023174","2009-07-07T16:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","180,5,N,0015,5","00457,5,M,N","009656,5,N,5","+0200,5","+0150,5","10137,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"07,5,+00457,5,99,9",,,,,"3,99,1,+00457,5,9",,,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10139,5,10020,5",,,,,,"05,5",,,,,,,,,,,"MET10107/07/09 08:53:02 METAR KLAX 071653Z 18003KT 6SM HZ BKN015 20/15 A2994 RMK AO2 SLP137 T02000150 (DMQ)",
"72295023174","2009-07-07T17:11:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","009656,5,N,5","+0210,5","+0150,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"04,5,+00457,5,99,9",,,,,"2,99,1,+00457,5,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10139,5,10020,5",,,,,,"05,5",,,,,,,,,,,"MET08407/07/09 09:11:02 SPECI KLAX 071711Z 00000KT 6SM HZ SCT015 21/15 A2994 RMK AO2 (DMQ)",
"72295023174","2009-07-07T17:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,V,0031,5","22000,5,9,N","011265,5,N,5","+0222,5","+0156,5","10137,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0222,1","999,N,+0172,1",,,,,,,,,,,"10139,5,10020,5","0,9,001,9,+999,9",,,,,,,,,,,,,,,,"MET11307/07/09 09:53:02 METAR KLAX 071753Z VRB06KT 7SM CLR 22/16 A2994 RMK AO2 SLP137 T02220156 10222 20172 50001 (DMQ)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2009-07-07T18:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","999,9,9,9999,9","22000,1,9,N","011000,1,N,1","+0222,1","+0156,1","10137,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,1,+99999,9,99,9",,,,,,,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1","120,M,+0222,1","240,N,+0172,1",,,,,,,,,,,"99999,9,99999,9","0,1,001,1,+999,9",,,,,,,,,,,,,,,,"SYN092AAXX  07184 72295 32961 0//06 10222 20156 30083 40137 50001 91753 333 10222 20172 555 90718;","Q01 100833APOSP "
"72295023174","2009-07-07T18:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0046,5","22000,5,9,N","012875,5,N,5","+0217,5","+0150,5","10137,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10139,5,10020,5",,,,,,,,,,,,,,,,,"MET09507/07/09 10:53:02 METAR KLAX 071853Z 26009KT 8SM CLR 22/15 A2994 RMK AO2 SLP137 T02170150 (DMQ)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2009-07-07T19:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","250,5,N,0062,5","22000,5,9,N","014484,5,N,5","+0217,5","+0150,5","10136,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10139,5,10020,5",,,,,,,,,,,,,,,,,"MET09507/07/09 11:53:02 METAR KLAX 071953Z 25012KT 9SM CLR 22/15 A2994 RMK AO2 SLP136 T02170150 (DMQ)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2009-07-07T20:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0067,5","22000,5,9,N","016093,5,N,5","+0217,5","+0150,5","10136,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10139,5,10020,5","8,9,001,9,+999,9",,,,,,,,,,,,,,,,"MET10207/07/09 12:53:02 METAR KLAX 072053Z 26013KT 10SM CLR 22/15 A2994 RMK AO2 SLP136 T02170150 58001 (DMQ)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2009-07-07T21:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","240,5,N,0057,5","22000,5,9,N","016093,5,N,5","+0217,5","+0150,5","10135,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10135,5,10017,5",,,,,,,,,"0098,5",,,,,,,,"MET09907/07/09 13:53:02 METAR KLAX 072153Z 24011G19KT 10SM CLR 22/15 A2993 RMK AO2 SLP135 T02170150 (DMQ)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2009-07-07T22:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","250,5,N,0057,5","22000,5,9,N","016093,5,N,5","+0211,5","+0144,5","10132,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10132,5,10014,5",,,,,,,,,,,,,,,,,"MET09507/07/09 14:53:02 METAR KLAX 072253Z 25011KT 10SM CLR 21/14 A2992 RMK AO2 SLP132 T02110144 (CF)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2009-07-07T23:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0206,5","+0150,5","10127,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0228,1","999,N,+0200,1",,,,,,,,,,,"10129,5,10010,5","8,9,009,9,+999,9",,,,,,,,,,,,,,,,"MET11307/07/09 15:53:02 METAR KLAX 072353Z 26009KT 10SM CLR 21/15 A2991 RMK AO2 SLP127 T02060150 10228 20200 58009 (CF)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2009-07-08T00:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","260,1,N,0046,1","22000,1,9,N","016000,1,N,1","+0206,1","+0150,1","10127,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,1,+99999,9,99,9",,,,,,,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1","120,M,+0228,1","180,N,+0161,1",,,,,,,,,,,"99999,9,99999,9","8,1,009,1,+999,9",,,,,,,,,,,,,,,,"SYN092AAXX  08004 72295 32966 02609 10206 20150 30073 40127 58009 92353 333 10228 20161 555 90800;","Q01 100733APOSP "
"72295023174","2009-07-08T00:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","270,5,N,0051,5","22000,5,9,N","016093,5,N,5","+0200,5","+0150,5","10119,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10122,5,10004,5",,,,,,,,,,,,,,,,,"MET09007/07/09 16:53:01 METAR KLAX 080053Z 27010KT 10SM CLR 20/15 A2989 RMK AO2 SLP119 T02000150","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2009-07-08T01:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","250,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0194,5","+0150,5","10122,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10125,5,10007,5",,,,,,,,,,,,,,,,,"MET09007/07/09 17:53:01 METAR KLAX 080153Z 25009KT 10SM CLR 19/15 A2990 RMK AO2 SLP122 T01940150","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2009-07-08T02:51:00","6","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V030","250,5,N,0041,5","22000,5,9,N","014484,5,N,5","+0180,5","+0140,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00274,5,99,9",,,,,"1,99,1,+00274,5,9",,,,,,,,,,,,,,,,,"10125,5,10007,5",,,,,,,,,,,,,,,,,"MET08507/07/09 18:51:03 SPECI KLAX 080251Z 25008KT 9SM FEW009 18/14 A2990 RMK AO2 FIBI (CF)",
"72295023174","2009-07-08T02:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","250,5,N,0036,5","22000,5,9,N","014484,5,N,5","+0178,5","+0144,5","10124,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00274,5,99,9",,,,,"1,99,1,+00274,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10125,5,10007,5","5,9,004,9,+999,9",,,,,,,,,,,,,,,,"MET09807/07/09 18:53:02 METAR KLAX 080253Z 25007KT 9SM FEW009 18/14 A2990 RMK AO2 SLP124 T01780144 55004",
"72295023174","2009-07-08T03:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","240,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0178,5","+0133,5","10126,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10129,5,10010,5",,,,,,,,,,,,,,,,,"MET09007/07/09 19:53:01 METAR KLAX 080353Z 24006KT 10SM CLR 18/13 A2991 RMK AO2 SLP126 T01780133","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2009-07-08T04:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","250,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0178,5","+0133,5","10132,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10135,5,10017,5",,,,,,,,,,,,,,,,,"MET09007/07/09 20:53:01 METAR KLAX 080453Z 25004KT 10SM CLR 18/13 A2993 RMK AO2 SLP132 T01780133","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2009-07-08T05:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0172,5","+0139,5","10132,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00457,5,99,9",,,,,"1,99,1,+00457,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0206,1","999,N,+0172,1",,,,,,,,,,,"10135,5,10017,5","1,9,009,9,+999,9",,,,,,,,,,,,,,,,"MET11107/07/09 21:53:01 METAR KLAX 080553Z 00000KT 10SM FEW015 17/14 A2993 RMK AO2 SLP132 T01720139 10206 20172 51009",
"72295023174","2009-07-08T06:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","999,9,C,0000,1","22000,1,9,N","016000,1,N,1","+0172,1","+0139,1","10132,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,99,1,99,9,99,9,00450,1,99,9,99,9","240,M,+0206,1","240,N,+0161,1",,,,,,,,,,,"99999,9,99999,9","1,1,009,1,+999,9",,,,,,,,,,,,,,,,"SYN092AAXX  08064 72295 32466 20000 10172 20139 30080 40132 51009 90553 333 10206 20161 555 90806;","Q01 100803APOSP "
"72295023174","2009-07-08T06:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","230,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0172,5","+0128,5","10136,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00457,5,99,9",,,,,"1,99,1,+00457,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10139,5,10020,5",,,,,,,,,,,,,,,,,"MET09307/07/09 22:53:01 METAR KLAX 080653Z 23003KT 10SM FEW015 17/13 A2994 RMK AO2 SLP136 T01720128",
"72295023174","2009-07-08T07:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","310,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0172,5","+0139,5","10134,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00457,5,99,9",,,,,"1,99,1,+00457,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10135,5,10017,5",,,,,,,,,,,,,,,,,"MET10307/07/09 23:53:01 METAR KLAX 080753Z 31004KT 10SM FEW015 17/14 A2993 RMK AO2 SLP134 T01720139 402280161",
"72295023174","2009-07-08T07:59:00","6","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SOD  ","KLAX ","V030","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,5",,,,,,,,,,,,,,,,,,"AU,13,BR  ,5","AU,08,HZ  ,5",,,,,,,,,"01,5,24,5","08,5,24,5",,,,,,,,,,,,,"240,M,+0228,5","240,N,+0161,5",,,,,,,,,"024,W,+0167,D,4","024,D,+0144,D,4",,,"10014,4,10129,4","10014,4,10119,4",,,,,,,,"1,24,00983,240,1347,5","2,24,00715,250,1403,5","3,24,00304,999,9999,5","024,X,087,D,4","024,N,066,D,4","024,M,076,D,4","SOD77324 HR PRECIPITATION (IN):0.00  WEATHER(CODE):1,8  24 HR MAX TEMP (F):73 24 HR MAX TEMP TIME (LST):1118 24 HR MIN TEMP (F):61 24 HR MIN TEMP TIME (LST):0302 AVERAGE STATION PRESSURE:29.570 MINIMUM SEA LEVEL PRESSURE:29.88 TIME OF OCCURRENCE:1727 PEAK WIND SPEED (MPH):22  PEAK WIND DIR (DEG):240 PEAK WIND TIME (LST):1347  FASTEST 2MIN SPEED (MPH):16 FASTEST 2MIN DIR (DEG):250 FASTEST 2MIN TIME (LST):1403 AVERAGE WIND SPEED (MPH):6.8  24 HR AVG TEMP (F):67 DEPART FROM NORMAL: -2  HEATING DEGREE DAYS:0   COOLING DEGREE DAYS:2   LATEST DAY MAX TEMP (0700-1900 LST):73  LATEST NIGHT MIN TEMP(1900-0800 LST):61 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00","R01     N7GJS072R02     N7GKS075"
"72295023174","2009-07-08T08:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0167,5","+0133,5","10134,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00457,5,99,9",,,,,"1,99,1,+00457,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10135,5,10017,5","1,9,002,9,+999,9",,,,,,,,,,,,,,,,"MET10507/08/09 00:53:02 METAR KLAX 080853Z 00000KT 10SM FEW015 17/13 A2993 RMK AO2 SLP134 T01670133 51002 (RPA)",
"72295023174","2009-07-08T09:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0167,5","+0139,5","10133,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00457,5,99,9",,,,,"1,99,1,+00457,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10135,5,10017,5",,,,,,,,,,,,,,,,,"MET09907/08/09 01:53:02 METAR KLAX 080953Z 26003KT 10SM FEW015 17/14 A2993 RMK AO2 SLP133 T01670139 (RPA)",
"72295023174","2009-07-08T10:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0167,5","+0139,5","10132,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00457,5,99,9",,,,,"1,99,1,+00457,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10135,5,10017,5",,,,,,,,,,,,,,,,,"MET09907/08/09 02:53:02 METAR KLAX 081053Z 00000KT 10SM FEW015 17/14 A2993 RMK AO2 SLP132 T01670139 (RPA)",
"72295023174","2009-07-08T11:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","100,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0156,5","+0133,5","10133,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00335,5,99,9","04,5,+05486,5,99,9",,,,"1,99,1,+00335,5,9","2,99,1,+05486,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0178,1","999,N,+0156,1",,,,,,,,,,,"10135,5,10017,5","5,9,001,9,+999,9",,,,,,,,,,,,,,,,"MET12407/08/09 03:53:02 METAR KLAX 081153Z 10004KT 10SM FEW011 SCT180 16/13 A2993 RMK AO2 SLP133 T01560133 10178 20156 55001 (RPA)",
"72295023174","2009-07-08T12:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","100,1,N,0021,1","22000,1,9,N","016000,1,N,1","+0156,1","+0133,1","10133,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,99,1,99,9,99,9,00450,1,99,9,99,9","120,N,+0156,1","240,M,+0228,1",,,,,,,,,,,"99999,9,99999,9","5,1,001,1,+999,9",,,,,,,,,,,,,,,,"SYN092AAXX  08124 72295 32466 41004 10156 20133 30080 40133 55001 91153 333 10228 20156 555 90812;","Q01 100803APOSP "
"72295023174","2009-07-08T12:32:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V030","080,5,N,0015,5","00396,5,M,N","014484,5,N,5","+0170,5","+0140,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+00396,5,99,9","07,5,+05486,5,99,9",,,,"3,99,1,+00396,5,9","3,99,1,+05486,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10135,5,10017,5",,,,,,,,,,,,,,,,,"MET08807/08/09 04:32:02 SPECI KLAX 081232Z 08003KT 9SM BKN013 BKN180 17/14 A2993 RMK AO2 (RPA)",
"72295023174","2009-07-08T12:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","00396,5,M,N","009656,5,N,5","+0167,5","+0144,5","10134,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,,"10,5",,,,,,,"07,5,+00396,5,99,9","07,5,+06096,5,99,9",,,,"3,99,1,+00396,5,9","3,99,1,+06096,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10139,5,10020,5",,,,,,"10,1",,,,,,,,,,,"MET10807/08/09 04:53:02 METAR KLAX 081253Z 00000KT 6SM BR BKN013 BKN200 17/14 A2994 RMK AO2 SLP134 T01670144 (RPA)",
"72295023174","2009-07-08T13:51:00","6","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V030","090,5,N,0026,5","00457,5,M,N","009656,5,N,5","+0170,5","+0140,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"08,5,+00457,5,99,9",,,,,"4,99,1,+00457,5,9",,,,,,,,,,,,,,,,,"10135,5,10017,5",,,,,,"05,5",,,,,,,,,,,"MET08907/08/09 05:51:02 SPECI KLAX 081351Z 09005KT 6SM HZ OVC015 17/14 A2993 RMK AO2 FIBI (RPA)",
"72295023174","2009-07-08T13:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,V,0015,5","00427,5,M,N","009656,5,N,5","+0172,5","+0139,5","10133,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"08,5,+00427,5,99,9",,,,,"4,99,1,+00427,5,9",,,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10135,5,10017,5",,,,,,"05,5",,,,,,,,,,,"MET10107/08/09 05:53:02 METAR KLAX 081353Z VRB03KT 6SM HZ OVC014 17/14 A2993 RMK AO2 SLP133 T01720139 (RPA)",
"72295023174","2009-07-08T14:45:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V030","999,9,V,0015,5","00488,5,M,N","011265,5,N,5","+0180,5","+0130,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+00488,5,99,9",,,,,"3,99,1,+00488,5,9",,,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10139,5,10020,5",,,,,,,,,,,,,,,,,"MET08107/08/09 06:45:02 SPECI KLAX 081445Z VRB03KT 7SM BKN016 18/13 A2994 RMK AO2 (DMQ)",
"72295023174","2009-07-08T14:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,V,0015,5","00488,5,M,N","011265,5,N,5","+0178,5","+0133,5","10139,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+00488,5,99,9",,,,,"3,99,1,+00488,5,9",,,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10142,5,10024,5","3,9,005,9,+999,9",,,,,,,,,,,,,,,,"MET10407/08/09 06:53:02 METAR KLAX 081453Z VRB03KT 7SM BKN016 18/13 A2995 RMK AO2 SLP139 T01780133 53005 (DMQ)",
"72295023174","2009-07-08T15:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,V,0021,5","00610,5,M,N","012875,5,N,5","+0194,5","+0139,5","10139,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+00610,5,99,9",,,,,"3,99,1,+00610,5,9",,,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10142,5,10024,5",,,,,,,,,,,,,,,,,"MET09807/08/09 07:53:02 METAR KLAX 081553Z VRB04KT 8SM BKN020 19/14 A2995 RMK AO2 SLP139 T01940139 (DMQ)",
"72295023174","2009-07-08T16:03:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V030","999,9,V,0021,5","22000,5,9,N","012875,5,N,5","+0190,5","+0140,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,5,+00610,5,99,9",,,,,"2,99,1,+00610,5,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10142,5,10024,5",,,,,,,,,,,,,,,,,"MET08107/08/09 08:03:02 SPECI KLAX 081603Z VRB04KT 8SM SCT020 19/14 A2995 RMK AO2 (DMQ)",
"72295023174","2009-07-08T16:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","150,5,N,0021,5","22000,5,9,N","014484,5,N,5","+0206,5","+0139,5","10141,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,5,+00671,5,99,9",,,,,"2,99,1,+00671,5,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10142,5,10024,5",,,,,,,,,,,,,,,,,"MET09807/08/09 08:53:02 METAR KLAX 081653Z 15004KT 9SM SCT022 21/14 A2995 RMK AO2 SLP141 T02060139 (DMQ)",
"72295023174","2009-07-08T17:53:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,V,0026,5","22000,5,9,N","012875,5,N,5","+0206,5","+0144,5","10141,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00762,5,99,9","04,5,+04877,5,99,9",,,,"1,99,1,+00762,5,9","2,99,1,+04877,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0211,1","999,N,+0156,1",,,,,,,,,,,"10142,5,10024,5","0,9,002,9,+999,9",,,,,,,,,,,,,,,,"MET12307/08/09 09:53:02 METAR KLAX 081753Z VRB05KT 8SM FEW025 SCT160 21/14 A2995 RMK AO2 SLP141 T02060144 10211 20156 50002 (DMQ)",
