"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AB1","AD1","AE1","AH1","AH2","AH3","AH4","AH5","AH6","AI1","AI2","AI3","AI4","AI5","AI6","AT1","AT2","AT3","AT4","ED1","GA1","GD1","GD2","GD3","GD4","GF1","GJ1","GK1","GP1","GQ1","GR1","IA1","KA1","KA2","KB1","KB2","KB3","KD1","KD2","KE1","MA1","MD1","MG1","MH1","MK1","MV1","MW1","MW2","MW3","MW4","MW5","OC1","OE1","OE2","OE3","SA1","UA1","UG1","REM","EQD"
"72295023174","2002-07-23T15:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0215,02,008,0459,02,015,0080,02,008","0060,0729,9,0769,9","0060,0388,9,1323,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-07-23T15:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","280,5,N,0021,5","22000,5,M,N","016000,5,N,1","+0211,5","+0144,5","10149,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+00457,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10152,5,99999,9",,,,,,"00,1",,,,,,,,,,,,"MET074KLAX 231550Z COR 28004KT 10SM FEW015 21/14 A2998 RMK AO2 SLP149 T02110144;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2002-07-23T16:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0424,02,008,0611,02,015,0124,02,008","0060,0607,9,0845,9","0060,0647,9,1323,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-07-23T16:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","270,5,N,0031,5","22000,5,M,N","016000,5,N,1","+0222,5","+0150,5","10147,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10149,5,99999,9",,,,,,"00,1",,,,,,,,,,,,"MET067KLAX 231650Z 27006KT 10SM CLR 22/15 A2997 RMK AO2 SLP147 T02220150;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2002-07-23T17:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0603,02,008,0620,02,015,0191,02,008","0060,0483,9,0928,9","0060,0879,9,1323,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-07-23T17:50:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","260,1,N,0041,1","22000,1,9,N","016093,1,N,1","+0220,1","+0160,1","10149,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,"999,M,+0222,1","999,N,+0172,1",,,,,,,"10152,1,99999,9","1,1,002,1,+999,9",,,,,"00,1",,,,,,,,,,,,"MET085KLAX 231750Z 26008KT 10SM CLR 22/16 A2998 RMK AO2 SLP149 T02220156 10222 20172 51002;","Q01+000000PRSWM2"
"72295023174","2002-07-23T18:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SY-MT","LAX  ","V020","260,5,N,0041,5","22000,5,M,N","016000,5,N,1","+0222,5","+0156,5","10149,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,"00,1,+99999,9,99,9","0,99,5,+99999,9,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,,"0060,0786,02,008,0740,02,015,0187,02,008","0060,0360,9,1032,9","0060,1069,9,1323,9",,"120,M,+0222,1","240,N,+0172,1",,,,,,,"10152,5,10113,1","1,1,002,1,+999,9",,,,,,,,,,,,,,,,,"SYN092AAXX  23184 72295 32966 02608 10222 20156 30113 40149 51002 91750 333 10222 20172 555 92318;","Q01  00002PRCP99Q02  00003PRCP99N01 00000JPWTH 0"
"72295023174","2002-07-23T18:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","270,5,N,0057,5","22000,5,M,N","016000,5,N,1","+0233,5","+0144,5","10145,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10146,5,99999,9",,,,,,"00,1",,,,,,,,,,,,"MET067KLAX 231850Z 27011KT 10SM CLR 23/14 A2996 RMK AO2 SLP145 T02330144;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2002-07-23T19:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0915,02,008,0817,02,015,0171,02,008","0060,0244,9,1198,9","0060,1203,9,1323,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-07-23T19:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","280,5,N,0067,5","22000,5,M,N","016000,5,N,1","+0228,5","+0133,5","10145,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+00762,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10146,5,99999,9",,,,,,"00,1",,,,,,,,,,,,"MET074KLAX 231950Z COR 28013KT 10SM FEW025 23/13 A2996 RMK AO2 SLP145 T02280133;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2002-07-23T20:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0976,02,008,0821,02,015,0185,02,008","0060,0158,9,1538,9","0060,1273,9,1323,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-07-23T20:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","280,5,N,0077,5","22000,5,M,N","016000,5,N,1","+0244,5","+0133,5","10142,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+01463,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10142,5,99999,9","6,1,007,1,+999,9",,,,,"00,1",,,,,,,,,,,,"MET076KLAX 232050Z 28015KT 10SM FEW048 24/13 A2995 RMK AO2 SLP142 T02440133 56007;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2002-07-23T21:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0978,02,008,0825,02,015,0182,02,008","0060,0158,9,2060,9","0060,1273,9,1323,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-07-23T21:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","270,5,N,0088,5","22000,5,M,N","016000,5,N,1","+0239,5","+0122,5","10137,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+01524,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10139,5,99999,9",,,,,,"00,1",,,,,,,,,,,,"MET070KLAX 232150Z 27017KT 10SM FEW050 24/12 A2994 RMK AO2 SLP137 T02390122;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2002-07-23T22:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0924,02,008,0788,02,015,0206,02,008","0060,0244,9,2401,9","0060,1203,9,1323,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-07-23T22:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","270,5,N,0082,5","22000,5,M,N","016000,5,N,1","+0228,5","+0144,5","10131,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+01524,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10132,5,99999,9",,,,,,"00,1",,,,,,,,,,,,"MET070KLAX 232250Z 27016KT 10SM FEW050 23/14 A2992 RMK AO2 SLP131 T02280144;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2002-07-23T23:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0773,02,008,0672,02,015,0229,02,008","0060,0360,9,2567,9","0060,1069,9,1323,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-07-23T23:50:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","260,1,N,0067,1","22000,1,9,N","016093,1,N,1","+0230,1","+0140,1","10125,1",,,,,,,,,,,,,,,,,,,,,,,,,"2,99,1,+01500,1,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,"999,M,+0244,1","999,N,+0222,1",,,,,,,"10125,1,99999,9","8,1,017,1,+999,9",,,,,"00,1",,,,,"0103,1",,,,,,,"MET091KLAX 232350Z 26013G20KT 10SM FEW050 23/14 A2990 RMK AO2 SLP125 T02280139 10244 20222 58017;","Q01+000000PRSWM2"
"72295023174","2002-07-24T00:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SY-MT","LAX  ","V020","260,5,N,0067,5","22000,5,M,N","016000,5,N,1","+0228,5","+0139,5","10125,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+01524,5,9",,,,"02,99,1,99,9,99,9,01750,1,99,9,99,9",,,"0060,0655,02,008,0640,02,015,0229,02,008","0060,0483,9,2671,9","0060,0879,9,1323,9",,"120,M,+0244,1","180,N,+0167,1",,,,,,,"10125,5,10086,1","8,1,017,1,+999,9",,,,,,,,,,,,,,,,,"SYN098AAXX  24004 72295 32766 22613 10228 20139 30086 40125 58017 92350 333 10244 20167 91020 555 92400;","Q01  00002PRCP99Q02  00003PRCP99N01 00000JPWTH 0"
"72295023174","2002-07-24T00:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","250,5,N,0072,5","22000,5,M,N","016000,5,N,1","+0228,5","+0139,5","10120,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+01524,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10122,5,99999,9",,,,,,"00,1",,,,,,,,,,,,"MET070KLAX 240050Z 25014KT 10SM FEW050 23/14 A2989 RMK AO2 SLP120 T02280139;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2002-07-24T01:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0442,02,008,0568,02,015,0164,02,008","0060,0607,9,2754,9","0060,0647,9,1323,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-07-24T01:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","250,5,N,0062,5","22000,5,M,N","016000,5,N,1","+0222,5","+0128,5","10121,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10122,5,99999,9",,,,,,"00,1",,,,,,,,,,,,"MET067KLAX 240150Z 25012KT 10SM CLR 22/13 A2989 RMK AO2 SLP121 T02220128;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2002-07-24T02:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0248,02,008,0347,02,015,0147,02,008","0060,0729,9,2829,9","0060,0388,9,1323,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-07-24T02:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","240,5,N,0046,5","22000,5,M,N","016000,5,N,1","+0217,5","+0128,5","10125,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10129,5,99999,9","3,1,001,1,+999,9",,,,,"00,1",,,,,,,,,,,,"MET073KLAX 240250Z 24009KT 10SM CLR 22/13 A2991 RMK AO2 SLP125 T02170128 53001;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2002-07-24T03:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0040,02,008,0178,02,015,0023,02,008","0060,0846,9,2906,9","0060,0122,9,1312,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-07-24T03:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","240,5,N,0046,5","22000,5,M,N","016000,5,N,1","+0211,5","+0133,5","10135,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10139,5,99999,9",,,,,,"00,1",,,,,,,,,,,,"MET067KLAX 240350Z 24009KT 10SM CLR 21/13 A2994 RMK AO2 SLP135 T02110133;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2002-07-24T04:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-07-24T04:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","210,5,N,0041,5","22000,5,M,N","016000,5,N,1","+0206,5","+0144,5","10149,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10152,5,99999,9",,,,,,"00,1",,,,,,,,,,,,"MET067KLAX 240450Z 21008KT 10SM CLR 21/14 A2998 RMK AO2 SLP149 T02060144;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2002-07-24T05:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-07-24T05:50:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","999,9,V,0021,1","22000,1,9,N","016093,1,N,1","+0210,1","+0140,1","10158,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,"999,M,+0233,1","999,N,+0206,1",,,,,,,"10159,1,99999,9","1,1,032,1,+999,9",,,,,"00,1",,,,,,,,,,,,"MET085KLAX 240550Z VRB04KT 10SM CLR 21/14 A3000 RMK AO2 SLP158 T02060144 10233 20206 51032;","Q01+000000PRSWM2"
"72295023174","2002-07-24T06:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SY-MT","LAX  ","V020","999,9,V,0021,5","22000,5,M,N","016000,5,N,1","+0206,5","+0144,5","10158,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,"00,1,+99999,9,99,9","0,99,5,+99999,9,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,"240,M,+0233,1","240,N,+0167,1",,,,,,,"10159,5,10120,1","1,1,032,1,+999,9",,,,,,,,,,,,,,,,,"SYN092AAXX  24064 72295 32966 09904 10206 20144 30120 40158 51032 90550 333 10233 20167 555 92406;","Q01  00002PRCP99Q02  00003PRCP99N01 00000JPWTH 0"
"72295023174","2002-07-24T06:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","999,9,C,0000,5","22000,5,M,N","016000,5,N,1","+0217,5","+0133,5","10162,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10166,5,99999,9",,,,,,"00,1",,,,,,,,,,,,"MET067KLAX 240650Z 00000KT 10SM CLR 22/13 A3002 RMK AO2 SLP162 T02170133;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2002-07-24T07:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-07-24T07:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","280,5,N,0026,5","22000,5,M,N","016000,5,N,1","+0194,5","+0167,5","10162,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10166,5,99999,9",,,,,,"00,1",,,,,,,,,,,,"MET076KLAX 240750Z 28005KT 10SM CLR 19/17 A3002 RMK AO2 SLP162 T01940167 42440167;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2002-07-24T07:59:00","6","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SOD  ","KLAX ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"240,M,+0244,5","240,N,+0167,5",,,,,,,,,"10010,9,99999,4",,,,,,,,,,"1,24,01162,270,1428,5","2,24,00983,280,1413,5","3,24,00398,999,9999,5",,,,"SOD54524 HR PRECIPITATION (IN): 0.00 24 HR MAX TEMP (F): 7624 HR MAX TEMP TIME (LST):1355 24 HR MIN TEMP (F): 6224 HR MIN TEMP TIME (LST):0333 AVERAGE STATION PRESSURE:29.56  PEAK WIND SPEED (MPH): 26 PEAK WIND DIR (DEG):270 PEAK WIND TIME (LST):1428  FASTEST 2MIN SPEED (MPH): 22FASTEST 2MIN DIR (DEG):280 FASTEST 2MIN TIME (LST):1413 AVERAGE WIND SPEED (MPH): 8.9 24 HR AVG TEMP (F):69 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00",
"72295023174","2002-07-24T08:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-07-24T08:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","290,5,N,0021,5","22000,5,M,N","016000,5,N,1","+0194,5","+0161,5","10159,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10163,5,99999,9","0,1,001,1,+999,9",,,,,"00,1",,,,,,,,,,,,"MET073KLAX 240850Z 29004KT 10SM CLR 19/16 A3001 RMK AO2 SLP159 T01940161 50001;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2002-07-24T09:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-07-24T09:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","999,9,C,0000,5","22000,5,M,N","016000,5,N,1","+0194,5","+0161,5","10157,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+03658,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10159,5,99999,9",,,,,,"00,1",,,,,,,,,,,,"MET070KLAX 240950Z 00000KT 10SM FEW120 19/16 A3000 RMK AO2 SLP157 T01940161;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2002-07-24T10:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-07-24T10:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","360,5,N,0015,5","22000,5,M,N","016000,5,N,1","+0189,5","+0156,5","10156,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10159,5,99999,9",,,,,,"00,1",,,,,,,,,,,,"MET069KLAX 241050Z 36003KT 10SM CLR 19/16 A3000 RMK AO2 SLP156 T01890156 /;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2002-07-24T11:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-07-24T11:50:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","999,9,C,0000,1","22000,1,9,N","016093,1,N,1","+0180,1","+0160,1","10156,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,"999,M,+0217,1","999,N,+0183,1",,,,,,,"10159,1,99999,9","6,1,003,1,+999,9",,,,,"00,1",,,,,,,,,,,,"MET087KLAX 241150Z 00000KT 10SM CLR 18/16 A3000 RMK AO2 SLP156 T01830156 10217 20183 56003 /;","Q01+000000PRSWM2"
"72295023174","2002-07-24T12:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SY-MT","LAX  ","V020","999,9,C,0000,5","22000,5,M,N","016000,5,N,1","+0183,5","+0156,5","10156,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,"00,1,+99999,9,99,9","0,99,5,+99999,9,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,"999,M,+0244,1","120,N,+0183,1",,,,,,,"10159,5,10120,1","6,1,003,1,+999,9",,,,,,,,,,,,,,,,,"SYN092AAXX  24124 72295 32966 00000 10183 20156 30120 40156 56003 91150 333 10244 20183 555 92412;","Q01  00002PRCP99Q02  00003PRCP99N01 00000JPWTH 0"
"72295023174","2002-07-24T12:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","060,5,N,0015,5","22000,5,M,N","016000,5,N,1","+0189,5","+0150,5","10157,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+02743,5,9","1,99,5,+07620,5,9",,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10159,5,99999,9",,,,,,"00,1",,,,,,,,,,,,"MET083KLAX 241250Z COR 06003KT 10SM FEW090 FEW250 19/15 A3000 RMK AO2 SLP157 T01890150 /;","Q01+000000PRSWM2N01 00000JPWTH 0"
