"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AB1","AD1","AE1","AH1","AH2","AH3","AH4","AH5","AH6","AI1","AI2","AI3","AI4","AI5","AI6","AT1","AT2","AT3","AT4","AT5","AU1","AU2","AU3","AU4","AW1","AW2","AW3","AX1","AX2","AX3","ED1","GA1","GA2","GA3","GA4","GA5","GA6","GD1","GD2","GD3","GD4","GF1","KA1","KA2","KB1","KB2","KB3","KC1","KC2","KD1","KD2","KE1","MA1","MD1","MG1","MH1","MK1","MV1","MW1","MW2","MW3","OC1","OD1","OE1","OE2","OE3","REM","EQD"
"72295023174","2005-06-20T16:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","190,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0217,5","+0133,5","10145,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10146,5,10027,5",,,,,,"00,1",,,,,,,,"MET09506/20/05 08:51:50 METAR KLAX 201650Z 19005KT 10SM CLR 22/13 A2996 RMK AO2 SLP145 T02170133 (LE)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2005-06-20T17:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","240,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0228,5","+0133,5","10145,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+06096,5,99,9",,,,,,"1,99,1,+06096,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0228,1","999,N,+0144,1",,,,,,,,,"10146,5,10027,5","1,9,004,9,+999,9",,,,,"00,1",,,,,,,,"MET11606/20/05 09:51:52 METAR KLAX 201750Z 24008KT 10SM FEW200 23/13 A2996 RMK AO2 SLP145 T02280133 10228 20144 51004 (LE)",
"72295023174","2005-06-20T18:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","240,1,N,0041,1","22000,1,9,N","016000,1,N,1","+0228,1","+0133,1","10145,1","06,0000,9,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9","120,M,+0228,1","240,N,+0144,1",,,,,,,,,"10145,1,99999,9","1,1,004,1,+999,9",,,,,,,,,,,,,"SYN092AAXX  20184 72295 32966 22408 10228 20133 30107 40145 51004 91750 333 10228 20144 555 92018;","Q01  00002PRCP06Q02 101073APOSP "
"72295023174","2005-06-20T18:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","250,5,N,0057,5","22000,5,9,N","016093,5,N,5","+0228,5","+0117,5","10146,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+06096,5,99,9",,,,,,"1,99,1,+06096,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10146,5,10027,5",,,,,,"00,1",,,,,,,,"MET09806/20/05 10:51:50 METAR KLAX 201850Z 25011KT 10SM FEW200 23/12 A2996 RMK AO2 SLP146 T02280117 (LE)",
"72295023174","2005-06-20T19:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","250,5,N,0051,5","22000,5,9,N","016093,5,N,5","+0233,5","+0122,5","10142,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+07620,5,99,9",,,,,,"1,99,1,+07620,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10142,5,10024,5",,,,,,"00,1",,,,,,,,"MET09806/20/05 11:51:51 METAR KLAX 201950Z 25010KT 10SM FEW250 23/12 A2995 RMK AO2 SLP142 T02330122 (LE)",
"72295023174","2005-06-20T20:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","260,5,N,0062,5","22000,5,9,N","016093,5,N,5","+0233,5","+0122,5","10136,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+07620,5,99,9",,,,,,"1,99,1,+07620,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10135,5,10017,5","8,9,009,9,+999,9",,,,,"00,1",,,,,,,,"MET10406/20/05 12:51:50 METAR KLAX 202050Z 26012KT 10SM FEW250 23/12 A2993 RMK AO2 SLP136 T02330122 58009 (LE)",
"72295023174","2005-06-20T21:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","250,5,N,0077,5","22000,5,9,N","016093,5,N,5","+0222,5","+0122,5","10131,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+06096,5,99,9",,,,,,"1,99,1,+06096,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10132,5,10014,5",,,,,,"00,1",,,,,,,,"MET09906/20/05 13:51:55 METAR KLAX 202150Z 25015KT 10SM FEW200 22/12 A2992 RMK AO2 SLP131 T02220122 (RPA)",
"72295023174","2005-06-20T22:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","260,5,N,0088,5","22000,5,9,N","016093,5,N,5","+0217,5","+0139,5","10125,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+06096,5,99,9",,,,,,"1,99,1,+06096,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10125,5,10007,5",,,,,,"00,1",,,,,,,,"MET10306/20/05 14:53:58 METAR KLAX 202250Z 26017KT 10SM FEW200 22/14 A2990 RMK AO2 SLP125 T02170139 RTX (RPA)",
"72295023174","2005-06-20T23:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","250,5,N,0067,5","22000,5,9,N","016093,5,N,5","+0211,5","+0128,5","10124,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+06096,5,99,9",,,,,,"1,99,1,+06096,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0239,1","999,N,+0206,1",,,,,,,,,"10125,5,10007,5","6,9,012,9,+999,9",,,,,"00,1",,,,,,,,"MET11706/20/05 15:51:51 METAR KLAX 202350Z 25013KT 10SM FEW200 21/13 A2990 RMK AO2 SLP124 T02110128 10239 20206 56012 (RPA)",
"72295023174","2005-06-21T00:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","250,1,N,0067,1","22000,1,9,N","016000,1,N,1","+0211,1","+0128,1","10124,1","06,0000,9,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9","120,M,+0239,1","180,N,+0144,1",,,,,,,,,"10124,1,99999,9","6,1,012,1,+999,9",,,,,,,,,,,,,"SYN092AAXX  21004 72295 32966 22513 10211 20128 30086 40124 56012 92350 333 10239 20144 555 92100;","Q01  00002PRCP06Q02 100863APOSP "
"72295023174","2005-06-21T00:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","250,5,N,0062,5","22000,5,9,N","016093,5,N,5","+0200,5","+0128,5","10121,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+06096,5,99,9",,,,,,"1,99,1,+06096,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10122,5,10004,5",,,,,,"00,1",,,,,,,,"MET09906/20/05 16:51:57 METAR KLAX 210050Z 25012KT 10SM FEW200 20/13 A2989 RMK AO2 SLP121 T02000128 (RPA)",
"72295023174","2005-06-21T01:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","250,5,N,0057,5","22000,5,9,N","016093,5,N,5","+0194,5","+0128,5","10119,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+06096,5,99,9",,,,,,"1,99,1,+06096,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10122,5,10004,5",,,,,,"00,1",,,,,,,,"MET09906/20/05 17:51:50 METAR KLAX 210150Z 25011KT 10SM FEW200 19/13 A2989 RMK AO2 SLP119 T01940128 (RPA)",
"72295023174","2005-06-21T02:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","230,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0178,5","+0128,5","10119,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+06096,5,99,9",,,,,,"1,99,1,+06096,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10122,5,10004,5","6,9,005,9,+999,9",,,,,"00,1",,,,,,,,"MET10906/20/05 18:53:59 METAR KLAX 210250Z 23008KT 10SM FEW200 18/13 A2989 RMK AO2 SLP119 T01780128 56005 RTX (RPA)",
"72295023174","2005-06-21T03:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","230,5,N,0036,5","22000,5,9,N","016093,5,N,5","+0178,5","+0128,5","10121,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+06096,5,99,9",,,,,,"1,99,1,+06096,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10122,5,10004,5",,,,,,"00,1",,,,,,,,"MET09906/20/05 19:51:50 METAR KLAX 210350Z 23007KT 10SM FEW200 18/13 A2989 RMK AO2 SLP121 T01780128 (RPA)",
"72295023174","2005-06-21T04:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","220,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0172,5","+0133,5","10127,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+06096,5,99,9",,,,,,"1,99,1,+06096,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10129,5,10010,5",,,,,,"00,1",,,,,,,,"MET09906/20/05 20:51:50 METAR KLAX 210450Z 22009KT 10SM FEW200 17/13 A2991 RMK AO2 SLP127 T01720133 (RPA)",
"72295023174","2005-06-21T05:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","260,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0167,5","+0139,5","10130,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+06096,5,99,9",,,,,,"1,99,1,+06096,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0211,1","999,N,+0167,1",,,,,,,,,"10132,5,10014,5","3,9,010,9,+999,9",,,,,"00,1",,,,,,,,"MET11606/20/05 21:51:52 METAR KLAX 210550Z 26003KT 10SM FEW200 17/14 A2992 RMK AO2 SLP130 T01670139 10211 20167 53010 (GG)",
"72295023174","2005-06-21T06:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","260,1,N,0015,1","22000,1,9,N","016000,1,N,1","+0167,1","+0139,1","10130,1","06,0000,9,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9","240,M,+0211,1","240,N,+0144,1",,,,,,,,,"10131,1,99999,9","3,1,010,1,+999,9",,,,,,,,,,,,,"SYN092AAXX  21064 72295 32966 22603 10167 20139 30093 40130 53010 90550 333 10211 20144 555 92106;","Q01  00002PRCP06Q02 100933APOSP "
"72295023174","2005-06-21T06:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","150,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0167,5","+0133,5","10128,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10132,5,10014,5",,,,,,"00,1",,,,,,,,"MET09506/20/05 22:51:50 METAR KLAX 210650Z 15004KT 10SM CLR 17/13 A2992 RMK AO2 SLP128 T01670133 (GG)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2005-06-21T07:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","160,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0167,5","+0133,5","10129,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0239,1","999,N,+0144,1",,,,,,,,,"10132,5,10014,5",,,,,,"00,1",,,,,,,,"MET10506/20/05 23:51:50 METAR KLAX 210750Z 16005KT 10SM CLR 17/13 A2992 RMK AO2 SLP129 T01670133 402390144 (GG)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2005-06-21T07:59:00","6","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SOD  ","KLAX ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08,6,24,6",,,,,,,,,,,,,,,"240,M,+0239,5","240,N,+0144,5",,,,,,,,,,,"10015,4,10119,4",,,,,,,,,"1,24,01028,280,1508,5","2,24,00894,270,1510,5","3,24,00344,999,9999,5","SOD77124 HR PRECIPITATION (IN):0.00  WEATHER(CODE):8  24 HR MAX TEMP (F):75 24 HR MAX TEMP TIME (LST):1240 24 HR MIN TEMP (F):58 24 HR MIN TEMP TIME (LST):0438 AVERAGE STATION PRESSURE:29.575 MINIMUM SEA LEVEL PRESSURE:29.88 TIME OF OCCURRENCE:1939 PEAK WIND SPEED (MPH):23  PEAK WIND DIR (DEG):280 PEAK WIND TIME (LST):1508  FASTEST 2MIN SPEED (MPH):20 FASTEST 2MIN DIR (DEG):270 FASTEST 2MIN TIME (LST):1510 AVERAGE WIND SPEED (MPH):7.7  24 HR AVG TEMP (F):67 DEPART FROM NORMAL: 0   HEATING DEGREE DAYS:0   COOLING DEGREE DAYS:2   LATEST DAY MAX TEMP (0700-1900 LST):75  LATEST NIGHT MIN TEMP(1900-0800 LST):58 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00","R01     87AXW093R02     N7GJS072R03     N7GKS075"
"72295023174","2005-06-21T08:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","160,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0161,5","+0133,5","10125,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10129,5,10010,5","8,9,005,9,+999,9",,,,,"00,1",,,,,,,,"MET10106/21/05 00:51:51 METAR KLAX 210850Z 16004KT 10SM CLR 16/13 A2991 RMK AO2 SLP125 T01610133 58005 (GG)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2005-06-21T09:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","170,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0161,5","+0139,5","10123,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10125,5,10007,5",,,,,,"00,1",,,,,,,,"MET09506/21/05 01:51:50 METAR KLAX 210950Z 17006KT 10SM CLR 16/14 A2990 RMK AO2 SLP123 T01610139 (GG)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2005-06-21T10:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0167,5","+0139,5","10122,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10125,5,10007,5",,,,,,"00,1",,,,,,,,"MET09506/21/05 02:51:50 METAR KLAX 211050Z 00000KT 10SM CLR 17/14 A2990 RMK AO2 SLP122 T01670139 (GG)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2005-06-21T11:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","340,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0161,5","+0139,5","10123,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0172,1","999,N,+0156,1",,,,,,,,,"10125,5,10007,5","5,9,002,9,+999,9",,,,,"00,1",,,,,,,,"MET11306/21/05 03:51:52 METAR KLAX 211150Z 34003KT 10SM CLR 16/14 A2990 RMK AO2 SLP123 T01610139 10172 20156 55002 (GG)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2005-06-21T12:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","340,1,N,0015,1","22000,1,9,N","016000,1,N,1","+0161,1","+0139,1","10123,1","06,0000,9,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,1,+99999,9,99,9",,,,,,,,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1","120,N,+0156,1","240,M,+0239,1",,,,,,,,,"10124,1,99999,9","5,1,002,1,+999,9",,,,,,,,,,,,,"SYN092AAXX  21124 72295 32966 03403 10161 20139 30086 40123 55002 91150 333 10239 20156 555 92112;","Q01  00002PRCP06Q02 100863APOSP "
"72295023174","2005-06-21T12:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","999,9,C,0000,5","22000,5,9,N","012875,5,N,5","+0156,5","+0139,5","10125,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+01524,5,99,9",,,,,,"1,99,1,+01524,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10129,5,10010,5","9,9,999,9,+000,1",,,,,"00,1",,,,,,,,"MET09806/21/05 04:51:50 METAR KLAX 211250Z 00000KT 8SM FEW050 16/14 A2991 RMK AO2 SLP125 T01560139 (BLB)",
"72295023174","2005-06-21T13:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","999,9,C,0000,5","22000,5,9,N","011265,5,N,5","+0172,5","+0139,5","10127,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,5,+00000,5,99,9","02,5,+01524,5,99,9",,,,,"6,99,1,+00000,5,9","1,99,1,+01524,5,9",,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10129,5,10010,5",,,,,,"00,1",,,,,,,,"MET11506/21/05 05:52:03 METAR KLAX 211350Z 00000KT 7SM FEW000 FEW050 17/14 A2991 RMK AO2 SLP127 BR FEW000 T01720139 (BLB)",
"72295023174","2005-06-21T14:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","230,5,N,0026,5","22000,5,9,N","009656,5,N,5","+0178,5","+0150,5","10138,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,,,"10,5",,,,,,,"02,5,+00244,5,99,9","04,5,+01524,5,99,9",,,,,"1,99,1,+00244,5,9","2,99,1,+01524,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10139,5,10020,5","3,9,014,9,+999,9",,,,,"10,1",,,,,,,,"MET11406/21/05 06:51:51 METAR KLAX 211450Z 23005KT 6SM BR FEW008 SCT050 18/15 A2994 RMK AO2 SLP138 T01780150 53014 (BLB)","Q01    003PRSWM1"
"72295023174","2005-06-21T15:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","999,9,C,0000,5","22000,5,9,N","011265,5,N,5","+0200,5","+0144,5","10141,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,5,+00000,5,99,9","02,5,+01524,5,99,9",,,,,"6,99,1,+00000,5,9","1,99,1,+01524,5,9",,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10142,5,10024,5",,,,,,"00,1",,,,,,,,"MET11506/21/05 07:52:10 METAR KLAX 211550Z 00000KT 7SM FEW000 FEW050 20/14 A2995 RMK AO2 SLP141 BR FEW000 T02000144 (BLB)",
"72295023174","2005-06-21T16:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","220,5,N,0021,5","22000,5,9,N","014484,5,N,5","+0228,5","+0128,5","10139,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,5,+00000,5,99,9","02,5,+01524,5,99,9",,,,,"6,99,1,+00000,5,9","1,99,1,+01524,5,9",,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10139,5,10020,5",,,,,,"00,1",,,,,,,,"MET11806/21/05 08:52:03 METAR KLAX 211650Z 22004KT 9SM FEW000 FEW050 23/13 A2994 RMK AO2 SLP139 BR HZ FEW000 T02280128 (BLB)",
"72295023174","2005-06-21T17:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","240,5,N,0041,5","22000,5,9,N","014484,5,N,5","+0222,5","+0144,5","10138,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,5,+00000,5,99,9","02,5,+01524,5,99,9",,,,,"6,99,1,+00000,5,9","1,99,1,+01524,5,9",,,"02,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0239,1","999,N,+0156,1",,,,,,,,,"10139,5,10020,5","0,9,001,9,+999,9",,,,,"00,1",,,,,,,,"MET13606/21/05 09:52:04 METAR KLAX 211750Z 24008KT 9SM FEW000 FEW050 22/14 A2994 RMK AO2 SLP138 BR HZ FEW000 T02220144 10239 20156 50001 (BLB)",
"72295023174","2005-06-21T18:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","240,1,N,0041,1","22000,1,9,N","014000,1,N,1","+0222,1","+0144,1","10138,1","06,0000,9,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,99,1,99,9,99,9,00025,1,99,9,99,9","120,M,+0239,1","240,N,+0156,1",,,,,,,,,"10138,1,99999,9","0,1,001,1,+999,9",,,,,,,,,,,,,"SYN092AAXX  21184 72295 32064 22408 10222 20144 30100 40138 50001 91750 333 10239 20156 555 92118;","Q01  00002PRCP06Q02 101003APOSP "
"72295023174","2005-06-21T18:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","250,5,N,0046,5","22000,5,9,N","014484,5,N,5","+0239,5","+0133,5","10134,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,5,+00000,5,99,9","02,5,+01524,5,99,9",,,,,"6,99,1,+00000,5,9","1,99,1,+01524,5,9",,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10135,5,10017,5",,,,,,"00,1",,,,,,,,"MET11806/21/05 10:52:03 METAR KLAX 211850Z 25009KT 9SM FEW000 FEW050 24/13 A2993 RMK AO2 SLP134 BR HZ FEW000 T02390133 (BLB)",
"72295023174","2005-06-21T19:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","240,5,N,0062,5","22000,5,9,N","014484,5,N,5","+0222,5","+0128,5","10134,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,5,+00000,5,99,9","02,5,+01372,5,99,9",,,,,"6,99,1,+00000,5,9","1,99,1,+01372,5,9",,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10135,5,10017,5",,,,,,"00,1",,,,,,,,"MET11806/21/05 11:52:03 METAR KLAX 211950Z 24012KT 9SM FEW000 FEW045 22/13 A2993 RMK AO2 SLP134 BR HZ FEW000 T02220128 (BLB)",
"72295023174","2005-06-21T20:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","260,5,N,0103,5","22000,5,9,N","016093,5,N,5","+0233,5","+0089,5","10133,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00914,5,99,9",,,,,,"1,99,1,+00914,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10135,5,10017,5","6,9,004,9,+999,9",,,,,"00,1",,,,,,,,"MET10506/21/05 12:51:50 METAR KLAX 212050Z 26020KT 10SM FEW030 23/09 A2993 RMK AO2 SLP133 T02330089 56004 (BLB)",
"72295023174","2005-06-21T21:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","240,5,N,0072,5","22000,5,9,N","016093,5,N,5","+0228,5","+0117,5","10133,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+07620,5,99,9",,,,,,"1,99,1,+07620,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10135,5,10017,5",,,,,,"00,1",,,,,,,,"MET09806/21/05 13:51:57 METAR KLAX 212150Z 24014KT 10SM FEW250 23/12 A2993 RMK AO2 SLP133 T02280117 (AR)",
