"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AB1","AD1","AE1","AH1","AH2","AH3","AH4","AH5","AH6","AI1","AI2","AI3","AI4","AI5","AI6","AT1","AT2","AT3","AT4","AU1","AU2","AU3","AW1","AW2","AW3","AX1","AX2","AX3","ED1","GA1","GA2","GA3","GA4","GA5","GA6","GD1","GD2","GD3","GD4","GF1","KA1","KA2","KB1","KB2","KB3","KC1","KC2","KD1","KD2","KE1","KG1","KG2","MA1","MD1","MF1","MG1","MH1","MK1","MV1","MW1","MW2","MW3","OC1","OD1","OE1","OE2","OE3","RH1","RH2","RH3","REM","EQD"
"72295023174","2006-06-07T16:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","240,5,N,0041,5","00396,5,M,N","006437,5,N,5","+0200,5","+0167,5","10120,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"02,5,+00213,5,99,9","08,5,+00396,5,99,9",,,,,"1,99,1,+00213,5,9","4,99,1,+00396,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10122,5,10004,5",,,,,,,"05,5",,,,,,,,,,,"MET12206/07/06 08:51:53 METAR KLAX 071650Z 24008KT 4SM HZ FEW007 OVC013 20/17 A2989 RMK AO2 CIG 007 RWY24 SLP120 T02000167 (WTR)",
"72295023174","2006-06-07T17:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","220,5,N,0026,5","00305,5,M,N","006437,5,N,5","+0200,5","+0167,5","10123,5","01,0000,9,5","06,0000,2,1",,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"08,5,+00305,5,99,9",,,,,,"4,99,1,+00305,5,9",,,,"08,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0200,1","999,N,+0183,1",,,,,,,,,,,"10125,5,10007,5","3,9,008,9,+999,9",,,,,,"05,5",,,,,,,,,,,"MET12506/07/06 09:51:53 METAR KLAX 071750Z 22005KT 4SM HZ OVC010 20/17 A2990 RMK AO2 SLP123 60000 T02000167 10200 20183 53008 (WTR)",
"72295023174","2006-06-07T18:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","220,1,N,0026,1","99999,9,9,N","006000,1,N,1","+0200,1","+0167,1","10123,1","06,0000,2,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08,99,1,99,9,99,9,00450,1,99,9,99,9","120,M,+0200,1","240,N,+0183,1",,,,,,,,,,,"99999,9,99999,9","3,1,008,1,+999,9",,,,,,"05,1",,,,,,,,,,,"SYN104AAXX  07184 72295 11456 82205 10200 20167 30086 40123 53008 69901 705// 91750 333 10200 20183 555 90718;","Q01 100863APOSP "
"72295023174","2006-06-07T18:48:00","6","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V030","240,5,N,0051,5","00335,5,M,N","008047,5,N,5","+0210,5","+0170,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"02,5,+00213,5,99,9","08,5,+00335,5,99,9",,,,,"1,99,1,+00213,5,9","4,99,1,+00335,5,9",,,,,,,,,,,,,,,,"10129,5,10010,5",,,,,,,"05,5",,,,,,,,,,,"MET09606/07/06 10:49:21 SPECI KLAX 071848Z 24010KT 5SM HZ FEW007 OVC011 21/17 A2991 RMK AO2 FIBI (WTR)",
"72295023174","2006-06-07T18:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","240,5,N,0051,5","00335,5,M,N","008047,5,N,5","+0206,5","+0167,5","10125,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"02,5,+00213,5,99,9","08,5,+00335,5,99,9",,,,,"1,99,1,+00213,5,9","4,99,1,+00335,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10129,5,10010,5",,,,,,,"05,5",,,,,,,,,,,"MET10806/07/06 10:51:52 METAR KLAX 071850Z 24010KT 5SM HZ FEW007 OVC011 21/17 A2991 RMK AO2 SLP125 T02060167 (WTR)",
"72295023174","2006-06-07T19:48:00","6","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V030","230,5,N,0046,5","00274,5,M,N","009656,5,N,5","+0200,5","+0170,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"08,5,+00274,5,99,9",,,,,,"4,99,1,+00274,5,9",,,,,,,,,,,,,,,,,"10129,5,10010,5",,,,,,,"05,5",,,,,,,,,,,"MET08906/07/06 11:49:21 SPECI KLAX 071948Z 23009KT 6SM HZ OVC009 20/17 A2991 RMK AO2 FIBI (WTR)",
"72295023174","2006-06-07T19:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","220,5,N,0036,5","00274,5,M,N","009656,5,N,5","+0200,5","+0161,5","10127,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"08,5,+00274,5,99,9",,,,,,"4,99,1,+00274,5,9",,,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10129,5,10010,5",,,,,,,"05,5",,,,,,,,,,,"MET10106/07/06 11:51:53 METAR KLAX 071950Z 22007KT 6SM HZ OVC009 20/16 A2991 RMK AO2 SLP127 T02000161 (WTR)",
"72295023174","2006-06-07T20:16:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V030","250,5,N,0036,5","00335,5,M,N","009656,5,N,5","+0200,5","+0160,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"08,5,+00335,5,99,9",,,,,,"4,99,1,+00335,5,9",,,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10129,5,10010,5",,,,,,,"05,5",,,,,,,,,,,"MET08406/07/06 12:17:51 SPECI KLAX 072016Z 25007KT 6SM HZ OVC011 20/16 A2991 RMK AO2 (WTR)",
"72295023174","2006-06-07T20:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","230,5,N,0041,5","00335,5,M,N","011265,5,N,5","+0211,5","+0167,5","10120,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08,5,+00335,5,99,9",,,,,,"4,99,1,+00335,5,9",,,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10122,5,10004,5","8,9,002,9,+999,9",,,,,,,,,,,,,,,,,"MET10406/07/06 12:51:52 METAR KLAX 072050Z 23008KT 7SM OVC011 21/17 A2989 RMK AO2 SLP120 T02110167 58002 (WTR)",
"72295023174","2006-06-07T21:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0046,5","00335,5,M,N","009656,5,N,5","+0200,5","+0167,5","10120,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"08,5,+00335,5,99,9",,,,,,"4,99,1,+00335,5,9",,,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10122,5,10004,5",,,,,,,"05,5",,,,,,,,,,,"MET10106/07/06 13:51:57 METAR KLAX 072150Z 26009KT 6SM HZ OVC011 20/17 A2989 RMK AO2 SLP120 T02000167 (WTR)",
"72295023174","2006-06-07T22:29:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V030","240,5,N,0036,5","00335,5,M,N","009656,5,N,5","+0200,5","+0170,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"04,5,+00274,5,99,9","08,5,+00335,5,99,9",,,,,"2,99,1,+00274,5,9","4,99,1,+00335,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10122,5,10004,5",,,,,,,"05,5",,,,,,,,,,,"MET09106/07/06 14:30:51 SPECI KLAX 072229Z 24007KT 6SM HZ SCT009 OVC011 20/17 A2989 RMK AO2 (DMQ)",
"72295023174","2006-06-07T22:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","250,5,N,0041,5","00335,5,M,N","008047,5,N,5","+0200,5","+0167,5","10117,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"04,5,+00274,5,99,9","08,5,+00335,5,99,9",,,,,"2,99,1,+00274,5,9","4,99,1,+00335,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10119,5,10000,5",,,,,,,"05,5",,,,,,,,,,,"MET10806/07/06 14:52:00 METAR KLAX 072250Z 25008KT 5SM HZ SCT009 OVC011 20/17 A2988 RMK AO2 SLP117 T02000167 (DMQ)",
"72295023174","2006-06-07T23:08:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V030","260,5,N,0051,5","00274,5,M,N","008047,5,N,5","+0190,5","+0170,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"07,5,+00274,5,99,9","08,5,+00335,5,99,9",,,,,"3,99,1,+00274,5,9","4,99,1,+00335,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10119,5,10000,5",,,,,,,"05,5",,,,,,,,,,,"MET09106/07/06 15:09:52 SPECI KLAX 072308Z 26010KT 5SM HZ BKN009 OVC011 19/17 A2988 RMK AO2 (DMQ)",
"72295023174","2006-06-07T23:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0046,5","00274,5,M,N","008047,5,N,5","+0194,5","+0161,5","10115,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"07,5,+00274,5,99,9","08,5,+00335,5,99,9",,,,,"3,99,1,+00274,5,9","4,99,1,+00335,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0211,1","999,N,+0194,1",,,,,,,,,,,"10115,5,09997,5","8,9,007,9,+999,9",,,,,,"05,5",,,,,,,,,,,"MET12606/07/06 15:52:11 METAR KLAX 072350Z 26009KT 5SM HZ BKN009 OVC011 19/16 A2987 RMK AO2 SLP115 T01940161 10211 20194 58007 (DMQ)",
"72295023174","2006-06-08T00:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","260,1,N,0046,1","99999,9,9,N","008000,1,N,1","+0194,1","+0161,1","10115,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08,99,1,99,9,99,9,00250,1,99,9,99,9","120,M,+0211,1","180,N,+0183,1",,,,,,,,,,,"99999,9,99999,9","8,1,007,1,+999,9",,,,,,"05,1",,,,,,,,,,,"SYN098AAXX  08004 72295 31358 82609 10194 20161 30076 40115 58007 705// 92350 333 10211 20183 555 90800;","Q01 100763APOSP "
"72295023174","2006-06-08T00:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0046,5","00274,5,M,N","009656,5,N,5","+0194,5","+0156,5","10113,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"07,5,+00274,5,99,9","08,5,+00335,5,99,9",,,,,"3,99,1,+00274,5,9","4,99,1,+00335,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10115,5,09997,5",,,,,,,"05,5",,,,,,,,,,,"MET10806/07/06 16:51:59 METAR KLAX 080050Z 26009KT 6SM HZ BKN009 OVC011 19/16 A2987 RMK AO2 SLP113 T01940156 (DMQ)",
"72295023174","2006-06-08T01:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0051,5","00274,5,M,N","009656,5,N,5","+0189,5","+0161,5","10111,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"08,5,+00274,5,99,9",,,,,,"4,99,1,+00274,5,9",,,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10115,5,09997,5",,,,,,,"05,5",,,,,,,,,,,"MET10106/07/06 17:51:51 METAR KLAX 080150Z 26010KT 6SM HZ OVC009 19/16 A2987 RMK AO2 SLP111 T01890161 (DMQ)",
"72295023174","2006-06-08T01:59:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V030","260,5,N,0046,5","00366,5,M,N","009656,5,N,5","+0190,5","+0160,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"04,5,+00305,5,99,9","08,5,+00366,5,99,9",,,,,"2,99,1,+00305,5,9","4,99,1,+00366,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10115,5,09997,5",,,,,,,"05,5",,,,,,,,,,,"MET09106/07/06 18:00:51 SPECI KLAX 080159Z 26009KT 6SM HZ SCT010 OVC012 19/16 A2987 RMK AO2 (DMQ)",
"72295023174","2006-06-08T02:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0041,5","00366,5,M,N","009656,5,N,5","+0189,5","+0161,5","10115,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"04,5,+00305,5,99,9","08,5,+00366,5,99,9",,,,,"2,99,1,+00305,5,9","4,99,1,+00366,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10119,5,10000,5","3,9,000,9,+999,9",,,,,,"05,5",,,,,,,,,,,"MET11406/07/06 18:51:53 METAR KLAX 080250Z 26008KT 6SM HZ SCT010 OVC012 19/16 A2988 RMK AO2 SLP115 T01890161 53000 (DMQ)",
"72295023174","2006-06-08T03:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","270,5,N,0041,5","00427,5,M,N","009656,5,N,5","+0189,5","+0156,5","10120,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"02,5,+00335,5,99,9","08,5,+00427,5,99,9",,,,,"1,99,1,+00335,5,9","4,99,1,+00427,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10122,5,10004,5",,,,,,,"05,5",,,,,,,,,,,"MET10806/07/06 19:51:52 METAR KLAX 080350Z 27008KT 6SM HZ FEW011 OVC014 19/16 A2989 RMK AO2 SLP120 T01890156 (DMQ)",
"72295023174","2006-06-08T04:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0026,5","00427,5,M,N","009656,5,N,5","+0189,5","+0156,5","10126,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"02,5,+00335,5,99,9","08,5,+00427,5,99,9",,,,,"1,99,1,+00335,5,9","4,99,1,+00427,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10129,5,10010,5",,,,,,,"05,5",,,,,,,,,,,"MET10806/07/06 20:51:53 METAR KLAX 080450Z 26005KT 6SM HZ FEW011 OVC014 19/16 A2991 RMK AO2 SLP126 T01890156 (DMQ)",
"72295023174","2006-06-08T05:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0031,5","00427,5,M,N","009656,5,N,5","+0189,5","+0161,5","10126,5","01,0000,2,5","06,0000,2,1",,,,,,,,,,,,,,,,,,,,,"1,0,01,0,0,1,5","0,0,00,1,0,1,5",,"10,5","51,5",,,,,,"02,5,+00305,5,99,9","08,5,+00427,5,99,9",,,,,"1,99,1,+00305,5,9","4,99,1,+00427,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0194,1","999,N,+0189,1",,,,,,,,,,,"10129,5,10010,5","1,9,011,9,+999,9",,,,,,"10,1","51,1",,,,,,,,,,"MET14806/07/06 21:51:54 METAR KLAX 080550Z 26006KT 6SM -DZ BR FEW010 OVC014 19/16 A2991 RMK AO2 DZB47 SLP126 P0000 60000 T01890161 10194 20189 51011 (DMQ)",
"72295023174","2006-06-08T06:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","260,1,N,0031,1","99999,9,9,N","009000,1,N,1","+0189,1","+0161,1","10126,1","06,0000,2,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08,99,1,99,9,99,9,00450,1,99,9,99,9","240,M,+0194,1","240,N,+0183,1",,,,,,,,,,,"99999,9,99999,9","1,1,011,1,+999,9",,,,,,"51,1",,,,,,,,,,,"SYN110AAXX  08064 72295 11459 82606 10189 20161 30090 40126 51011 69901 751// 90550 333 10194 20183 96010 555 90806;","Q01 100903APOSP "
"72295023174","2006-06-08T06:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","310,5,N,0026,5","00305,5,M,N","009656,5,N,5","+0189,5","+0161,5","10124,5","01,0000,2,5",,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"08,5,+00305,5,99,9",,,,,,"4,99,1,+00305,5,9",,,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10125,5,10007,5",,,,,,,"05,5",,,,,,,,,,,"MET11306/07/06 22:51:53 METAR KLAX 080650Z 31005KT 6SM HZ OVC010 19/16 A2990 RMK AO2 DZE45 SLP124 P0000 T01890161 (BLB)",
"72295023174","2006-06-08T07:26:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V030","340,5,N,0026,5","00244,5,M,N","006437,5,N,5","+0180,5","+0160,5","99999,9",,,,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,,"10,5",,,,,,,"07,5,+00244,5,99,9","08,5,+00366,5,99,9",,,,,"3,99,1,+00244,5,9","4,99,1,+00366,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10125,5,10007,5",,,,,,,"10,1",,,,,,,,,,,"MET10606/07/06 23:27:51 SPECI KLAX 080726Z 34005KT 4SM BR BKN008 OVC012 18/16 A2990 RMK AO2 VIS SW-W 2 1/2 (BLB)",
"72295023174","2006-06-08T07:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,V,0026,5","00244,5,M,N","008047,5,N,5","+0183,5","+0161,5","10123,5","01,0000,2,5",,,,,,,,,,,,,,,,,,,,,,"1,0,01,0,0,1,5","0,0,00,1,0,1,5",,"10,5","51,5",,,,,,"07,5,+00244,5,99,9","08,5,+00488,5,99,9",,,,,"3,99,1,+00244,5,9","4,99,1,+00488,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10125,5,10007,5",,,,,,,"10,1","51,1",,,,,,,,,,"MET15806/07/06 23:51:55 METAR KLAX 080750Z VRB05KT 5SM -DZ BR BKN008 OVC016 18/16 A2990 RMK AO2 DZB30 SLP123 VIS W 2 1/2 CIG 008V013 P0000 T01830161 402110183 (BLB)",
"72295023174","2006-06-08T07:59:00","6","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SOD  ","KLAX ","V030","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,2,5",,,,,,,,,,,,,,,,,,"AU,14,DZ  ,5","AU,13,BR  ,5","AU,08,HZ  ,5",,,,,,,,"08,5,24,5","01,5,24,5",,,,,,,,,,,,,,"240,M,+0211,5","240,N,+0183,5",,,,,,,,,"024,W,+0172,D,4","024,D,+0161,D,4",,,"10000,4,10115,4","10000,4,10105,4",,,,,,,,,"1,24,00715,230,1414,5","2,24,00581,260,1756,5","3,24,00295,999,9999,5","024,X,087,D,4","024,N,076,D,4","024,M,082,D,4","SOD77024 HR PRECIPITATION (IN):T     WEATHER(CODE):8,1  24 HR MAX TEMP (F):70 24 HR MAX TEMP TIME (LST):1332 24 HR MIN TEMP (F):65 24 HR MIN TEMP TIME (LST):2359 AVERAGE STATION PRESSURE:29.530 MINIMUM SEA LEVEL PRESSURE:29.84 TIME OF OCCURRENCE:0445 PEAK WIND SPEED (MPH):16  PEAK WIND DIR (DEG):230 PEAK WIND TIME (LST):1414  FASTEST 2MIN SPEED (MPH):13 FASTEST 2MIN DIR (DEG):260 FASTEST 2MIN TIME (LST):1756 AVERAGE WIND SPEED (MPH):6.6  24 HR AVG TEMP (F):68 DEPART FROM NORMAL: +3  HEATING DEGREE DAYS:0   COOLING DEGREE DAYS:3   LATEST DAY MAX TEMP (0700-1900 LST):70  LATEST NIGHT MIN TEMP(1900-0800 LST):64 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 T    T    0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 T    T    T","R01     N7GJS072R02     N7GKS075"
"72295023174","2006-06-08T08:06:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V030","300,5,N,0026,5","00366,5,M,N","009656,5,N,5","+0180,5","+0160,5","99999,9","01,0000,2,1",,,,,,,,,,,,,,,,,,,,,,"1,0,01,0,0,1,5","0,0,00,1,0,1,5",,"10,5","51,5",,,,,,"04,5,+00244,5,99,9","07,5,+00366,5,99,9","08,5,+00579,5,99,9",,,,"2,99,1,+00244,5,9","3,99,1,+00366,5,9","4,99,1,+00579,5,9",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10122,5,10004,5",,,,,,,"10,1","51,1",,,,,,,,,,"MET12006/08/06 00:07:52 SPECI KLAX 080806Z 30005KT 6SM -DZ BR SCT008 BKN012 OVC019 18/16 A2989 RMK AO2 VIS W 2 1/2 P0000 (BLB)",
"72295023174","2006-06-08T08:33:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-16","KLAX ","V030","260,5,N,0026,5","00244,5,M,N","009656,5,N,5","+0190,5","+0160,5","99999,9","01,0000,2,1",,,,,,,,,,,,,,,,,,,,,,"0,0,00,7,0,1,5",,,,,,,,,,"02,5,+00122,5,99,9","07,5,+00244,5,99,9","08,5,+00579,5,99,9",,,,"1,99,1,+00122,5,9","3,99,1,+00244,5,9","4,99,1,+00579,5,9",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10122,5,10004,5",,,,,,,"05,5",,,,,,,,,,,"MET12506/08/06 00:34:53 SPECI KLAX 080833Z 26005KT 6SM HZ FEW004 BKN008 OVC019 19/16 A2989 RMK AO2 DZE32 VIS SW-W 2 1/2 P0000 (BLB)",
"72295023174","2006-06-08T08:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","280,5,N,0031,5","00244,5,M,N","009656,5,N,5","+0183,5","+0161,5","10119,5","01,0000,2,5","03,0000,2,1",,,,,,,,,,,,,,,,,,,,,"0,0,00,1,0,1,5",,,"10,5",,,,,,,"02,5,+00122,5,99,9","07,5,+00244,5,99,9","08,5,+00579,5,99,9",,,,"1,99,1,+00122,5,9","3,99,1,+00244,5,9","4,99,1,+00579,5,9",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10122,5,10004,5","8,9,007,9,+999,9",,,,,,"10,1",,,,,,,,,,,"MET15106/08/06 00:51:56 METAR KLAX 080850Z 28006KT 6SM BR FEW004 BKN008 OVC019 18/16 A2989 RMK AO2 DZE32 SLP119 VIS W 2 1/2 P0000 60000 T01830161 58007 (BLB)","Q01  00008PRCP03"
"72295023174","2006-06-08T09:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","250,5,N,0036,5","00183,5,M,N","006437,5,N,5","+0183,5","+0167,5","10117,5","01,0000,2,5",,,,,,,,,,,,,,,,,,,,,,"1,0,01,0,0,1,5","0,0,00,1,0,1,5",,"10,5","51,5",,,,,,"02,5,+00091,5,99,9","07,5,+00183,5,99,9","08,5,+00305,5,99,9",,,,"1,99,1,+00091,5,9","3,99,1,+00183,5,9","4,99,1,+00305,5,9",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10119,5,10000,5",,,,,,,"10,1","51,1",,,,,,,,,,"MET14206/08/06 01:51:54 METAR KLAX 080950Z 25007KT 4SM -DZ BR FEW003 BKN006 OVC010 18/17 A2988 RMK AO2 DZB13 SLP117 VIS SW-W 2 P0000 T01830167 (BLB)",
"72295023174","2006-06-08T10:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0020,5","00244,5,M,N","006437,5,N,5","+0178,5","+0167,5","10117,5","01,0000,2,5",,,,,,,,,,,,,,,,,,,,,,"1,0,01,0,0,1,5","0,0,00,1,0,1,5",,"10,5","51,5",,,,,,"02,5,+00122,5,99,9","07,5,+00244,5,99,9","08,5,+00366,5,99,9",,,,"1,99,1,+00122,5,9","3,99,1,+00244,5,9","4,99,1,+00366,5,9",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10119,5,10000,5",,,,,,,"10,1","51,1",,,,,,,,,,"MET14806/08/06 02:51:55 METAR KLAX 081050Z 26004KT 4SM -DZ BR FEW004 BKN008 OVC012 18/17 A2988 RMK AO2 SLP117 VIS SW-W 2 CIG 006V010 P0000 T01780167 (BLB)",
